SampleNumber,Bacterivores,Fungivores,Herbivores,Omnivores,Predators,Unidentified,Total_Number,Latitude,Longitude
1,1719.147651,20.96196868,859.4407159,125.7718121,20.96196868,377.3154362,3123.599553,53.09239939,6.626211158
2,3493.04698,105.8612975,2381.879195,688.098434,370.5838926,846.8903803,7886.360179,52.75214687,6.498077645
3,243,54,75,21,38,,431,24.457,82.9932
4,75,150,85,65,125,,500,27.0696,93.5508
5,1745,109.0666667,1390.6,136.3333333,0,708.9333333,4089.933333,52.75343643,6.34998248
6,387,78,117,6,22,,610,24.457,82.9932
7,72,85,65,42,60,,324,27.0696,93.5508
8,2469.044444,192.8888889,1890.311111,270.0444444,0,964.4444444,5786.733333,52.87848016,6.441869457
9,162,27,9,5,7,,210,24.457,82.9932
10,140,46,130,40,30,,386,27.0696,93.5508
11,1623.2,138.1333333,2831.733333,414.4,138.1333333,34.53333333,5180.133333,53.16010291,6.40747149
12,262,108,133,0,30,,533,24.457,82.9932
13,50,86,68,20,48,,272,27.0696,93.5508
14,1782.777778,78.66666667,1311.111111,236,52.44444444,472,3933,52.91989315,6.784877203
15,234,82,82,16,16,,430,24.457,82.9932
16,1631.777778,233.0666667,2680.266667,271.9111111,77.68888889,932.2666667,5826.977778,52.85940087,6.56020006
17,274,63,27,8,23,,395,24.457,82.9932
18,1522.222222,23.77777778,1426.666667,285.3333333,71.33333333,237.7777778,3567.111111,52.67815277,6.703235181
19,155,43,52,9,6,,265,24.457,82.9932
20,4049.467562,92.03579418,1288.501119,92.03579418,46.01789709,1288.501119,6856.559284,52.91677271,6.130568612
21,321,76,148,20,46,,611,24.457,82.9932
22,2597,292.5714286,1572.571429,182.8571429,109.7142857,365.7142857,5120.428571,52.21794024,6.37473271
23,293,97,139,20,31,,580,24.457,82.9932
24,3683.594595,87.7027027,1227.837838,306.9594595,43.85135135,1140.135135,6490.081081,52.6463967,6.244202629
25,634.9777778,30.26666667,191.6888889,70.62222222,20.17777778,564.9777778,1512.711111,52.11909214,5.562415523
26,1205.266667,0,319.2444444,101.5777778,87.55555556,464.3555556,2178,51.5681455,4.579492816
27,1933.6,0,2040.6,465.4,35.8,895,5370.4,51.5707844,5.574717248
28,1518.688889,0,1486.311111,64.62222222,64.62222222,1712.488889,4846.733333,51.59761261,5.127416831
29,3341.131579,0,1444.912281,451.5350877,0,1625.526316,6863.105263,51.40012873,5.315353003
30,757.7555556,38.53333333,590.8444444,192.6666667,64.22222222,282.5777778,1926.6,52.9227256,6.517291637
31,1322.333333,50.88888889,585.2222222,203.5555556,0,1653.888889,3815.888889,52.82532162,6.351564711
32,3074.781457,0,2306.225166,640.6181015,64.06181015,3587.461369,9673.147903,53.00560821,6.281067594
33,1030.696145,164.9886621,3629.750567,494.9659864,164.9886621,577.4603175,6062.85034,53.07869468,6.103494206
34,2802.444444,239.2444444,888.6222222,170.8888889,68.35555556,956.9777778,5126.533333,52.3560644,6.561541057
35,2317.451613,105.3548387,1931.505376,210.7096774,35.11827957,842.8387097,5442.978495,52.37625113,6.312404943
36,2279.6,175.3333333,2104,420.8,35.06666667,245.4666667,5260.266667,52.49373372,6.226513567
37,3151.978769,141.1464968,1646.70913,611.6348195,141.1464968,1693.757962,7386.373673,52.42129797,6.298645254
38,1599.488889,92.26666667,584.3555556,153.7777778,61.51111111,2122.133333,4613.533333,52.44779009,6.358031429
39,1950.8,62.93333333,1038.4,409.0666667,31.46666667,1227.2,4719.866667,52.56572903,6.213135104
40,2654.747126,145.4712644,1309.241379,254.5747126,109.1034483,800.091954,5273.229885,52.20594515,6.250345219
41,4589.408163,110.5668934,2100.770975,331.7006803,386.984127,608.1179138,8127.548753,51.88006613,6.52003958
42,2911.555556,231.1111111,1617.777778,600.6666667,231.1111111,1340.444444,6932.666667,51.89775594,6.549545539
43,1998.143177,54.00447427,1782.147651,81.00671141,108.0089485,0,4023.310962,52.17898403,6.249823125
44,2465.751678,28.65771812,1346.912752,143.2885906,57.31543624,229.261745,4271.187919,52.04384898,6.290948112
45,1867.484848,28.72294372,919.1341991,172.3376623,143.6147186,1292.532468,4423.82684,52.06035005,6.466271922
46,2019.964912,104.9122807,1206.491228,183.5964912,78.68421053,393.4210526,3987.070175,52.47754523,5.917095895
47,2441.888889,69.77777778,942,244.2222222,0,1535.111111,5233,51.41677973,5.947844704
48,1152.602151,47.35483871,568.2580645,15.78494624,31.56989247,631.3978495,2446.967742,51.51680378,5.171099412
49,1645.578366,99.11699779,237.8807947,99.11699779,138.7637969,773.1125828,2993.569536,51.50790751,5.228758301
50,2256.666667,0,1319.022222,277.6888889,0,1353.733333,5207.111111,51.6067818,5.228413296
51,2195.755556,139.3777778,1289.244444,0,104.5333333,1498.311111,5227.222222,51.44508627,5.344050813
52,1906.111111,0,895.5555556,317.7777778,202.2222222,1011.111111,4332.777778,51.61583441,5.286135327
53,1975.111111,0,1020.244444,230.3777778,131.6444444,1579.733333,4937.111111,51.68742856,5.676430076
54,1850.4,51.37777778,616.5333333,154.1333333,102.7555556,1078.933333,3854.133333,51.62364554,5.921520446
55,2677.719298,150.877193,829.8245614,113.1578947,150.877193,1810.526316,5732.982456,51.64187177,5.863947818
56,1556.925926,231.8082789,2616.122004,430.5010893,33.11546841,198.6928105,5067.165577,52.79967095,6.173062475
57,1447.555556,117.3333333,3989.333333,273.7777778,0,39.11111111,5867.111111,52.84036427,6.663588302
58,3222.155556,384.7111111,1827.377778,384.7111111,48.08888889,1346.488889,7213.533333,52.42381149,5.872348149
59,2948.844444,402.1333333,5964.977778,469.1555556,0,268.0888889,10053.2,52.96614839,6.667274107
60,1976.777778,125.5111111,1851.288889,188.2666667,31.37777778,533.4222222,4706.644444,51.44884922,5.122956872
61,2379.888889,269.3333333,2154.666667,314.3333333,89.77777778,1526.222222,6734.222222,51.62463863,5.156144561
62,3050.566449,73.50762527,1947.95207,110.2614379,257.2766885,183.7690632,5623.333333,52.21889119,6.777447464
63,504.6052632,0,551.1842105,23.28947368,31.05263158,69.86842105,1180,52.27642368,6.427553332
64,1822.375479,186.3793103,1387.490421,103.5440613,20.70881226,82.83524904,3603.333333,52.24579559,6.269070667
65,1817.419355,141.3548387,908.7096774,60.58064516,181.7419355,20.19354839,3130,52.58830162,6.700548831
66,1681.953291,19.78768577,1226.836518,19.78768577,59.36305732,98.93842887,3106.666667,52.38835944,6.885604944
67,2422.386831,139.7530864,838.5185185,46.58436214,93.16872428,232.9218107,3773.333333,52.43522165,6.725414662
68,3888.185654,245.5696203,1637.130802,81.85654008,245.5696203,368.3544304,6466.666667,52.23820672,6.695794312
69,2119.936709,48.73417722,1340.189873,121.835443,48.73417722,170.5696203,3850,52.28626887,6.325187356
70,3325,36.94444444,2105.833333,73.88888889,73.88888889,147.7777778,5763.333333,52.40518069,6.974359123
71,4102.352941,82.87581699,1201.699346,165.751634,82.87581699,704.4444444,6340,52.07961108,6.54229363
72,1479.375,32.875,904.0625,32.875,49.3125,131.5,2630,52.27826638,6.243909546
73,2090.191083,124.4161359,1219.278132,49.76645435,74.64968153,348.3651805,3906.666667,52.13249045,6.5406474
74,1986.305732,147.133758,1226.11465,147.133758,171.656051,196.1783439,3874.522293,52.03165791,6.640462699
75,50.37037037,39.25925926,11.11111111,7.407407407,5.185185185,0,113.3333333,52.1281009,5.547847147
76,3395.807128,149.2662474,1791.194969,447.7987421,74.63312369,74.63312369,5933.333333,52.17294617,5.606482553
77,5274.539877,166.5644172,2831.595092,111.0429448,277.607362,444.1717791,9105.521472,52.07606898,5.438259482
78,3429.230769,205.1676529,1143.076923,29.30966469,29.30966469,117.2386588,4953.333333,51.46192103,5.905231192
79,1318.779956,124.7494553,962.3529412,142.5708061,53.46405229,124.7494553,2726.666667,51.6068752,5.329461958
80,1258.157895,44.93421053,883.7061404,14.97807018,59.9122807,14.97807018,2276.666667,51.35500792,5.602541843
81,1844.402516,79.32914046,971.7819706,99.16142558,59.49685535,99.16142558,3153.333333,51.74119031,5.664699359
82,297.721519,127.5949367,1233.417722,0,10.63291139,10.63291139,1680,51.29211278,5.587909388
83,253.6184211,355.0657895,118.3552632,84.53947368,33.81578947,11.27192982,856.6666667,51.6057988,4.881969206
84,238.2235529,173.253493,220.8982036,43.31337325,12.99401198,34.6506986,723.3333333,51.33784505,5.644077472
85,204.172043,321.4623656,143.3548387,4.344086022,0,0,673.3333333,52.89499087,6.337946048
86,76.1589404,60.92715232,5.077262693,7.10816777,4.061810155,0,153.3333333,52.20817379,5.219400675
87,177.3809524,167.7056277,125.7792208,22.57575758,3.225108225,0,496.6666667,52.13635517,5.187244049
88,175.7471264,85.21072797,183.7356322,7.988505747,7.988505747,2.662835249,463.3333333,52.54049251,6.544337042
89,94.19354839,58.08602151,76.92473118,9.419354839,0,4.709677419,243.3333333,51.42642145,5.78979925
90,78.85964912,40.70175439,68.68421053,2.543859649,0,2.543859649,193.3333333,52.91628055,6.666181636
91,216.8888889,234.6666667,67.55555556,10.66666667,3.555555556,0,533.3333333,52.96990435,6.734376854
92,107,127.0625,84.70833333,28.97916667,0,8.916666667,356.6666667,51.53993984,5.143313945
93,101.3245033,96.82119205,132.8476821,4.503311258,0,4.503311258,340,53.07803827,6.436269158
94,2222.165605,105.8174098,1402.080679,211.6348195,105.8174098,105.8174098,4153.333333,52.11023178,5.361294802
95,47.37777778,107.5111111,112.9777778,1.822222222,0,3.644444444,273.3333333,52.83355375,6.440785475
96,129.7109827,114.4508671,335.7225434,72.48554913,0,7.630057803,660,51.5467816,4.760083544
97,77.81456954,109.2715232,54.63576159,6.622516556,1.655629139,0,250,52.72851334,6.375342692
98,69.78632479,34.89316239,116.8162393,9.102564103,1.517094017,4.551282051,236.6666667,52.07428692,6.415553062
99,80.68376068,95.81196581,16.38888889,1.260683761,0,2.521367521,196.6666667,52.17710005,5.74539154
100,64.71861472,70.34632035,275.7575758,11.25541126,8.441558442,2.813852814,433.3333333,51.95794973,6.354688381
101,182.7136752,257.9487179,1193.012821,42.99145299,0,0,1676.666667,51.53367657,5.878665558
102,2615.04329,179.1125541,2041.883117,501.5151515,179.1125541,0,5516.666667,53.17728076,6.091454775
103,3033.055556,99.44444444,3430.833333,497.2222222,397.7777778,298.3333333,7756.666667,53.17508451,6.146532891
104,554.248366,27.7124183,1357.908497,110.8496732,55.4248366,27.7124183,2133.856209,52.72295466,5.050286145
105,1829.56427,162.1132898,1343.224401,92.63616558,69.47712418,46.31808279,3543.333333,52.04213101,6.664633433
106,1593.205945,142.6751592,1498.089172,285.3503185,95.11677282,118.895966,3733.333333,52.21794024,6.37473271
107,2912.516129,117.6774194,1029.677419,29.41935484,88.25806452,382.4516129,4560,51.6094909,5.793503292
108,565.7259714,65.27607362,728.9161554,271.9836401,97.91411043,43.51738241,1773.333333,52.66984995,5.169552176
109,2076.645161,26.62365591,1464.301075,26.62365591,159.7419355,372.7311828,4126.666667,52.4244532,6.881769231
110,781.0615711,160.8067941,2297.239915,275.6687898,91.8895966,0,3606.666667,52.70434834,4.937704469
111,2843.181818,108.3116883,1137.272727,27.07792208,54.15584416,0,4170,53.10929131,6.349353908
112,3001.394336,24.20479303,532.5054466,96.81917211,48.40958606,0,3703.333333,52.90841507,6.525705169
113,2547.096774,20.21505376,566.0215054,0,0,0,3133.333333,52.87032982,6.758027711
114,3084.313725,47.45098039,379.6078431,71.17647059,47.45098039,0,3630,52.67624214,6.865842882
115,9632.380952,67.35930736,538.8744589,67.35930736,67.35930736,0,10373.33333,52.89052401,6.977125149
116,8888.553459,304.4025157,365.2830189,60.88050314,60.88050314,0,9680,52.84657074,6.901295653
117,2839.473684,70.98684211,544.2324561,70.98684211,70.98684211,0,3596.666667,52.72432631,6.635439965
118,4548.114035,375.877193,714.1666667,37.5877193,37.5877193,0,5713.333333,52.825559,6.962080871
119,735.8730159,108.5714286,639.3650794,24.12698413,0,12.06349206,1520,52.92361846,6.41760677
120,735.7333333,24.8,405.0666667,57.86666667,16.53333333,0,1240,53.25157267,6.85554364
121,2791.452991,121.3675214,825.2991453,0,48.54700855,0,3786.666667,52.89967603,6.946087999
122,4907.006369,0,306.6878981,0,136.3057325,0,5350,52.89110938,6.932563059
123,3552.424242,133.5497835,427.3593074,0,0,0,4113.333333,53.08987373,6.850066365
124,5482.489451,168.6919831,1012.151899,0,0,0,6663.333333,53.09586442,6.812581212
125,1966.363636,87.39393939,305.8787879,14.56565657,29.13131313,0,2403.333333,53.05281327,6.938315312
126,2804.716981,20.77568134,394.7379455,20.77568134,62.32704403,0,3303.333333,53.07058556,6.953873127
127,1632.857143,98.96103896,461.8181818,280.3896104,65.97402597,0,2540,52.88412914,6.768873573
128,2888.547009,72.82051282,752.4786325,72.82051282,0,0,3786.666667,52.98894165,7.010510616
129,2959.458333,122.2916667,635.9166667,146.75,48.91666667,0,3913.333333,52.96309816,7.019216198
130,3237.427984,146.0493827,389.4650206,170.3909465,0,0,3943.333333,52.9596576,7.173154682
131,1240.248447,77.51552795,620.1242236,90.43478261,51.67701863,0,2080,52.11558078,6.356145004
132,2804.192872,206.6247379,1534.926625,118.0712788,29.51781971,0,4693.333333,52.94773609,6.798668881
133,1313.72043,174.1075269,918.0215054,31.65591398,15.82795699,0,2453.333333,52.85697915,6.717603044
134,795.7317073,114.9390244,389.0243902,114.9390244,35.36585366,0,1450,52.69116979,4.699868143
135,3467.316017,250.6493506,2088.744589,125.3246753,375.974026,125.3246753,6433.333333,52.29579895,7.000415772
136,2136.296296,148.3539095,1602.222222,504.4032922,207.6954733,207.6954733,4806.666667,52.12478478,5.501223529
137,2755.045045,155.9459459,701.7567568,51.98198198,103.963964,77.97297297,3846.666667,51.44884922,5.122956872
138,3945.960265,138.4547461,969.183223,138.4547461,34.61368653,0,5226.666667,52.80043744,6.056349706
139,1951.973684,90.78947368,1021.381579,317.7631579,22.69736842,45.39473684,3450,52.4901103,6.155107422
140,2728.397436,117.3504274,1290.854701,234.7008547,176.025641,29.33760684,4576.666667,53.07869468,6.103494206
141,3625,32.65765766,914.4144144,163.2882883,65.31531532,32.65765766,4833.333333,51.90007915,6.487530278
142,2426.447368,89.86842105,1527.763158,239.6491228,89.86842105,179.7368421,4553.333333,52.03737878,5.285667804
143,5806.520833,159.8125,2397.1875,53.27083333,106.5416667,0,8523.333333,51.32603189,5.7585851
144,3196,94,1378.666667,94,62.66666667,31.33333333,4856.666667,52.09058802,6.284071655
145,1440.421572,128.3543975,484.8943906,71.30799861,42.78479917,0,2167.763158,53.13387314,6.583792788
146,2260.456621,21.73515982,738.9954338,43.47031963,86.94063927,21.73515982,3173.333333,52.41837999,6.2344753
147,2498.039216,0,1070.588235,101.9607843,229.4117647,0,3900,51.69739579,5.850218072
148,2025,149.2105263,682.1052632,127.8947368,170.5263158,85.26315789,3240,51.54282746,5.850731474
149,1648.440086,45.36991063,347.8359815,75.61651771,272.2194638,15.12330354,2404.605263,52.95832815,6.66235606
150,3571.657183,0,1078.236131,134.7795164,101.0846373,235.8641536,5121.621622,52.21957734,5.669042338
151,1615.212528,32.30425056,516.8680089,96.91275168,113.064877,32.30425056,2406.666667,51.71593691,5.774536669
152,1741.788079,0,774.1280353,70.37527594,52.78145695,17.59381898,2656.666667,52.94773609,6.798668881
153,1452.489451,69.83122363,544.6835443,27.93248945,111.7299578,0,2206.666667,52.85697915,6.717603044
154,1075,0,550,50,100,75,1850,52.01986809,6.19855002
155,1386.666667,266.6666667,1706.666667,373.3333333,240,26.66666667,4000,51.95635363,6.532178824
156,994.8888889,322.6666667,1962.888889,484,268.8888889,0,4033.333333,52.05748771,5.563663733
157,1627.088889,133.7333333,1159.022222,111.4444444,312.0444444,0,3343.333333,51.509119,4.634865075
158,2545.846154,176.7948718,1803.307692,212.1538462,247.5128205,318.2307692,5303.846154,52.89979829,6.834041192
159,1859.111111,79.11111111,2689.777778,553.7777778,712,39.55555556,5933.333333,51.53902005,5.356559799
160,1592.30303,67.75757576,2405.393939,508.1818182,508.1818182,0,5081.818182,53.10174887,6.583172561
161,1907.155556,324.6222222,2962.177778,649.2444444,243.4666667,0,6086.666667,51.47732175,4.425633684
162,1837.818182,145.0909091,4691.272727,193.4545455,338.5454545,48.36363636,7254.545455,52.5546928,6.114134027
163,2887.090909,219.2727273,1644.545455,292.3636364,365.4545455,73.09090909,5481.818182,52.90499703,6.321739365
164,1796.818182,268.1818182,1609.090909,187.7272727,160.9090909,0,4022.727273,52.95611093,6.701640215
165,965.0769231,624.4615385,984,227.0769231,37.84615385,0,2838.461538,53.01753121,6.642390006
166,840,305.4545455,585.4545455,114.5454545,63.63636364,0,1909.090909,52.27010316,6.485344663
167,1339.515152,358.2424242,420.5454545,202.4848485,15.57575758,0,2336.363636,52.72081783,6.379935473
168,953.4545455,134.7272727,331.6363636,124.3636364,10.36363636,0,1554.545455,52.31983255,5.768574779
169,723.0769231,506.1538462,1175,235,54.23076923,18.07692308,2711.538462,51.38623553,5.519825326
170,500.9090909,430.6060606,237.2727273,79.09090909,61.51515152,8.787878788,1318.181818,52.10468762,5.349835214
171,1287.25641,1012.923077,506.4615385,337.6410256,21.1025641,0,3165.384615,51.47345595,4.568190367
172,573.1818182,388,220.4545455,105.8181818,26.45454545,8.818181818,1322.727273,52.34794319,6.431525021
173,607.4666667,428.8,690.8444444,47.64444444,11.91111111,0,1786.666667,52.33640244,5.909117501
174,625.7575758,243.9393939,530.3030303,169.6969697,10.60606061,10.60606061,1590.909091,52.33360984,5.770708061
175,3278.931624,169.017094,1081.709402,169.017094,236.6239316,338.034188,5273.333333,51.32570922,5.584728553
176,5846.746988,426.3253012,2192.53012,426.3253012,121.8072289,1096.26506,10110,51.32570922,5.584728553
177,8581.578947,381.4035088,2955.877193,0,0,2574.473684,14493.33333,51.48674616,4.907292114
178,6550.632911,170.8860759,1367.088608,227.8481013,170.8860759,512.6582278,9000,51.48674616,4.907292114
179,3545.462366,0,791.3978495,126.6236559,63.31182796,379.8709677,4906.666667,51.48674616,4.907292114
180,3565.026111,195.8805556,1371.163889,274.2327778,235.0566667,235.0566667,5876.416667,51.62463863,5.156144561
181,2448.611111,56.94444444,1224.305556,199.3055556,142.3611111,199.3055556,4270.833333,51.59761261,5.127416831
182,2400.564444,171.4688889,1000.235185,142.8907407,114.3125926,457.2503704,4286.722222,51.44884922,5.122956872
183,4438.8,109.6,2740,219.2,274,438.4,8220,53.07869468,6.103494206
184,1821.944444,156.1666667,989.0555556,234.25,260.2777778,442.4722222,3904.166667,52.42381149,5.872348149
185,1736,72.33333333,2676.333333,361.6666667,434,144.6666667,5425,53.16010291,6.40747149
186,1750,87.5,1954.166667,145.8333333,262.5,175,4375,52.79967095,6.173062475
187,2649.133333,100.6,938.9333333,100.6,33.53333333,1207.2,5030,52.29579895,7.000415772
188,1828,228.5,1193.277778,228.5,126.9444444,203.1111111,3808.333333,52.4901103,6.155107422
189,3409.435897,77.48717949,1627.230769,0,77.48717949,619.8974359,5811.538462,51.32603189,5.7585851
190,3204.242424,0,2780.151515,565.4545455,424.0909091,94.24242424,7068.181818,53.23075894,6.075154445
191,2358.121212,28.75757576,1495.393939,287.5757576,115.030303,28.75757576,4313.636364,53.2569989,6.062481054
192,3935.8,477.0666667,3220.2,238.5333333,59.63333333,1013.766667,8945,53.17037372,6.094477871
193,1857.5,123.8333333,3508.611111,206.3888889,206.3888889,288.9444444,6191.666667,53.21178618,6.145822783
194,3594.966667,151.9,3189.9,405.0666667,101.2666667,151.9,7595,53.16306804,6.161383953
195,3357.727273,121.3636364,1982.272727,242.7272727,283.1818182,80.90909091,6068.181818,53.18841981,6.12541025
196,4138.962963,407.1111111,4953.185185,203.5555556,474.962963,0,10177.77778,53.25226838,6.222393538
197,1031.8,250.1333333,3032.866667,93.8,93.8,187.6,4690,53.24751344,6.22431659
198,2205,147,4067,392,98,441,7350,53.24926247,6.181364292
199,2019.814815,279.6666667,1709.074074,186.4444444,341.8148148,124.2962963,4661.111111,53.26897726,6.19595907
200,2428,526.0666667,2589.866667,80.93333333,283.2666667,161.8666667,6070,53.26026893,6.205184595
201,2700,135,3105,270,360,180,6750,53.28176679,5.949303887
202,2812.933333,0,1926.666667,385.3333333,385.3333333,269.7333333,5780,53.26306246,5.958374378
203,3944.148148,149.7777778,2596.148148,149.7777778,499.2592593,149.7777778,7488.888889,53.27772161,5.95062291
204,3965.481481,335.1111111,2234.074074,279.2592593,837.7777778,726.0740741,8377.777778,53.25085071,5.959440377
205,4641.235888,580.154486,1377.866904,217.5579323,290.077243,3988.562092,11095.45455,51.44884922,5.122956872
206,4711.25,209.3888889,4606.555556,104.6944444,104.6944444,5967.583333,15704.16667,53.07869468,6.103494206
207,6964.102564,290.1709402,3482.051282,145.0854701,1015.598291,10736.32479,22633.33333,52.29579895,7.000415772
208,5786.77686,206.6706021,3444.510035,275.5608028,275.5608028,620.0118064,10609.09091,52.4901103,6.155107422
209,9997.385621,312.4183007,5467.320261,0,937.254902,7185.620915,23900,51.32603189,5.7585851
210,328.02589,23.43042071,415.8899676,5.857605178,11.71521036,93.72168285,878.6407767,51.88006613,6.52003958
211,1729.92,72.08,1153.28,96.10666667,120.1333333,432.48,3604,51.89775594,6.549545539
212,1188.571429,74.28571429,1374.285714,18.57142857,55.71428571,74.28571429,2785.714286,52.67815277,6.703235181
213,707.047619,109.7142857,926.4761905,12.19047619,36.57142857,36.57142857,1828.571429,52.56572903,6.213135104
214,647.1568627,46.89542484,403.3006536,28.1372549,37.51633987,243.8562092,1406.862745,52.82532162,6.351564711
215,820.6363636,83.45454545,765,27.81818182,83.45454545,306,2086.363636,51.61583441,5.286135327
216,1601.269841,16.50793651,313.6507937,0,0,544.7619048,2476.190476,52.04384898,6.290948112
217,951.557377,16.69398907,1218.661202,16.69398907,66.77595628,233.715847,2504.098361,52.20594515,6.250345219
218,1381.710145,302.8405797,832.8115942,94.63768116,0,227.1304348,2839.130435,51.40012873,5.315353003
219,1056.176471,156.4705882,1349.558824,39.11764706,58.67647059,273.8235294,2933.823529,52.21794024,6.37473271
220,843.9215686,75.35014006,1085.042017,75.35014006,30.14005602,150.7002801,2260.504202,52.11909214,5.562415523
221,1221.060697,25.17650922,453.177166,50.35301844,25.17650922,125.8825461,1900.826446,51.50790751,5.228758301
222,636.2068966,108.6206897,1194.827586,46.55172414,124.137931,217.2413793,2327.586207,53.00560821,6.281067594
223,1334.077381,97.02380952,1940.47619,24.25595238,121.2797619,121.2797619,3638.392857,52.47754523,5.917095895
224,1155,106.6153846,1030.615385,53.30769231,53.30769231,266.5384615,2665.384615,51.64187177,5.863947818
225,1095.555556,56.66666667,925.5555556,18.88888889,0,736.6666667,2833.333333,52.06035005,6.466271922
226,1163.68254,58.92063492,765.968254,29.46031746,44.19047619,147.3015873,2209.52381,53.09239939,6.626211158
227,716.6066066,248.6186186,1082.222222,29.24924925,73.12312312,43.87387387,2193.693694,52.85940087,6.56020006
228,1400.061728,75.67901235,870.308642,56.75925926,37.83950617,397.3148148,2837.962963,52.3560644,6.561541057
229,1084.660194,142.7184466,2597.475728,0,0,456.6990291,4281.553398,51.44508627,5.344050813
230,2201.351351,61.14864865,1284.121622,336.3175676,152.8716216,489.1891892,4525,52.43847439,6.272512041
231,972.6279774,25.59547309,652.6845638,127.9773654,115.1796289,12.79773654,1906.862745,52.54012741,6.274802389
232,1720.794702,188.2119205,1613.245033,80.66225166,134.4370861,322.6490066,4060,52.42450607,6.207763664
233,1521.535048,32.0323168,880.8887119,112.1131088,64.06463359,96.09695039,2706.730769,52.4859603,6.310991703
234,2087.105263,162.6315789,1653.421053,216.8421053,81.31578947,135.5263158,4336.842105,52.40484607,6.217289457
235,1900.156593,48.10523019,1322.89383,72.15784529,120.2630755,264.5787661,3728.15534,51.50698719,5.876936585
236,3177.354571,36.94598338,1440.893352,332.5138504,332.5138504,295.567867,5615.789474,51.53799317,5.840385852
237,1307.045455,48.40909091,790.6818182,48.40909091,48.40909091,242.0454545,2485,51.52872146,5.898052293
238,1797.420387,18.53010708,407.6623557,74.12042831,129.7107495,407.6623557,2835.106383,51.53698212,5.839179442
239,1530.612245,38.26530612,255.1020408,12.75510204,25.51020408,127.5510204,1989.795918,51.58093187,5.833485618
240,313.9393939,21.21212121,207.8787879,0,16.96969697,76.36363636,636.3636364,51.73255315,4.603735038
241,346.092504,21.6307815,264.9770734,21.6307815,10.81539075,156.8231659,821.969697,51.72425459,4.595873823
242,55.01355014,23.57723577,1005.96206,7.859078591,0,86.4498645,1178.861789,51.72042375,4.606974238
243,120.2624672,12.44094488,452.0209974,0,0,37.32283465,622.0472441,51.73049345,4.607082638
244,2502.746551,236.7462954,2063.074859,101.462698,202.925396,33.82089934,5140.776699,52.82400324,6.619518785
245,1834.243176,142.9280397,1667.493797,0,23.82133995,23.82133995,3692.307692,52.82807757,6.643345741
246,2614.560679,201.1200522,1843.600478,134.0800348,134.0800348,167.6000435,5095.041322,52.86582821,6.635342341
247,2239.61469,89.5845876,783.8651415,44.7922938,22.3961469,201.5653221,3381.818182,52.81971115,6.800575312
248,2020.319303,315.6748911,2115.021771,63.13497823,94.70246734,410.3773585,5019.230769,52.80117988,6.819255675
249,1987.612559,272.8095669,428.700748,0,97.43198818,155.8911811,2942.446043,52.7879378,6.870904965
250,2128.857204,131.4109385,814.7478187,78.8465631,105.1287508,630.7725048,3889.76378,52.79267926,6.781197958
251,2391.261172,149.4538232,2428.624628,74.72691162,336.2711023,298.9076465,5679.245283,52.80642774,6.602486888
252,1239.010989,151.0989011,2629.120879,181.3186813,332.4175824,0,4532.967033,53.24751344,6.22431659
253,2199.272031,36.05363985,2812.183908,108.1609195,252.3754789,0,5408.045977,53.25226838,6.222393538
254,2092.820513,118.4615385,3277.435897,157.9487179,118.4615385,157.9487179,5923.076923,53.21178618,6.145822783
255,1792.058824,331.8627451,2256.666667,99.55882353,464.6078431,33.18627451,4977.941176,53.16306804,6.161383953
256,1624.444444,87.80780781,4566.006006,87.80780781,87.80780781,131.7117117,6585.585586,53.23075894,6.075154445
257,2010.465116,105.8139535,2504.263566,282.1705426,317.4418605,70.54263566,5290.697674,53.28176679,5.949303887
258,1269.607843,108.8235294,3228.431373,217.6470588,580.3921569,36.2745098,5441.176471,53.27772161,5.95062291
259,1466.666667,325.9259259,2574.814815,65.18518519,293.3333333,162.962963,4888.888889,53.24926247,6.181364292
260,3586.133333,87.46666667,2317.866667,87.46666667,131.2,349.8666667,6560,53.26353497,5.872037942
261,1301,303.5666667,4380.033333,130.1,43.36666667,346.9333333,6505,53.18841981,6.12541025
262,2429.449541,77.12538226,3007.889908,77.12538226,115.6880734,77.12538226,5784.40367,53.17037372,6.094477871
263,2504.157303,245.505618,3928.089888,245.505618,343.7078652,98.20224719,7365.168539,53.12357642,6.034787132
264,1034.810127,137.9746835,1885.654008,45.99156118,229.9578059,114.978903,3449.367089,53.27557888,5.945742904
265,3797.54386,48.07017544,2980.350877,96.14035088,96.14035088,192.2807018,7210.526316,53.09536019,5.995342525
266,958.0361757,18.42377261,939.6124031,110.5426357,36.84754522,700.1033592,2763.565891,52.24579559,6.269070667
267,1370.749354,36.07235142,739.4832041,90.18087855,72.14470284,396.7958656,2705.426357,52.58830162,6.700548831
268,896.2962963,48.88888889,912.5925926,65.18518519,48.88888889,472.5925926,2444.444444,52.13249045,6.5406474
269,3184.120735,67.03412073,938.4776903,100.5511811,0,737.3753281,5027.559055,52.23820672,6.695794312
270,1867.138643,81.179941,649.439528,101.4749263,0,345.0147493,3044.247788,51.46192103,5.905231192
271,1352.631579,135.2631579,1239.912281,22.54385965,0,631.2280702,3381.578947,52.17294617,5.606482553
272,1089.669211,41.11959288,328.956743,41.11959288,0,41.11959288,1541.984733,51.74119031,5.664699359
273,1338.454279,119.8615772,898.9618289,39.95385906,0,579.3309564,2976.5625,52.07961108,6.54229363
