SampleNumber,Bacterivores,Fungivores,Herbivores,Omnivores,Predators,Unidentified,Total_Number,Latitude,Longitude
3706,145.5525479,30.78996206,117.5616733,8.39726238,5.59817492,,307.8996206,-19.86666667,47.03333333
3707,46.7218655,7.008279824,81.76326462,16.35265292,2.336093275,,154.1821561,-19.86666667,47.03333333
3708,77.15314618,50.70063892,121.2406583,17.63500484,6.613126815,,273.342575,-19.86666667,47.03333333
3709,0,0,0,0,0,,0,-19.86666667,47.03333333
3710,18.02735097,8.012155988,16.02431198,0,0,,42.06381894,-19.86666667,47.03333333
3711,4.477088651,0,2.686253191,0,0,,7.163341842,-19.86666667,47.03333333
3712,5.235310769,1.74510359,3.490207179,0,0,,10.47062154,-19.86666667,47.03333333
3713,22.74960329,22.74960329,53.08240768,22.74960329,7.583201097,,128.9144187,-19.86666667,47.03333333
3714,17.45878235,21.82347794,19.64113015,0,6.547043382,,65.47043382,-19.86666667,47.03333333
3715,117.1167815,35.13503446,111.2609424,81.98174707,0,,345.4945055,-19.86666667,47.03333333
3716,111.3686386,27.84215966,35.79706241,19.8872569,7.954902759,,202.8500204,-19.86666667,47.03333333
3717,65.01144589,21.67048196,61.3996989,10.83524098,3.611746994,,162.5286147,-19.86666667,47.03333333
3718,470.3093367,14.69716677,1205.167675,249.8518351,161.6688345,,2101.694848,-19.86666667,47.03333333
3719,265.9469228,19.45953094,700.5431137,51.8920825,32.43255156,,1070.274202,-19.86666667,47.03333333
3720,701.7881292,58.4823441,451.1495116,58.4823441,16.70924117,,1286.61157,-19.86666667,47.03333333
3721,589.6094258,97.18836689,187.8975093,71.27146905,19.43767338,,965.4044444,-19.86666667,47.03333333
3722,731.7123054,141.6217365,123.9190195,5.900905689,11.80181138,,1014.955778,-19.86666667,47.03333333
3723,231.6774169,0,463.3548339,30.89032226,15.44516113,,741.3677342,-19.86666667,47.03333333
3724,33.99196066,50.09341571,182.4831572,33.99196066,17.89050561,,318.4509999,-19.86666667,47.03333333
3725,147.4364127,216.2400719,466.8819735,58.97456507,24.57273545,,914.1057586,-19.86666667,47.03333333
3726,82.48194444,23.09494444,362.9205555,23.09494444,26.39422222,,517.9866111,-19.86666667,47.03333333
3727,115.0134178,94.71693233,126.2892431,15.78615539,2.255165055,,354.0609137,-19.86666667,47.03333333
3728,108.4395075,80.45511845,297.3341334,17.49024314,3.498048628,,507.2170511,-19.86666667,47.03333333
3729,252.7597966,127.8667206,234.9179286,11.89457866,0,,627.4390244,-19.86666667,47.03333333
3730,138.6930532,87.95169228,314.5964378,0,0,,541.2411833,-19.86666667,47.03333333
3731,493.2366827,273.2797837,413.2523558,19.99608173,26.66144231,,1226.426346,-19.86666667,47.03333333
3732,567.8123862,197.8740134,421.5576806,68.82574378,34.41287189,,1290.482696,-19.86666667,47.03333333
3733,282.3935558,90.76935723,342.9064606,40.34193654,40.34193654,,796.7532468,-19.86666667,47.03333333
3734,340.6582645,73.47531194,547.7250527,33.39786907,20.03872144,,1015.29522,-19.86666667,47.03333333
3735,114.2652828,105.4756456,448.271494,43.94818568,8.789637136,,720.7502452,-19.86666667,47.03333333
3736,31.06733401,15.20316345,71.38876752,4.627049746,1.322014213,,123.6083289,-19.86666667,47.03333333
3737,11.04250822,3.266093982,9.95381023,0.777641424,0.155528285,,25.19558214,-19.86666667,47.03333333
3738,40.13848496,8.027696993,50.63624257,2.470060613,0.617515153,,101.8900003,-19.86666667,47.03333333
3739,27.93439993,7.351157876,217.5942731,10.29162103,2.94046315,,266.1119151,-19.86666667,47.03333333
3740,37.69822968,13.11242771,52.44971086,12.29290098,0.819526732,,116.372796,-19.86666667,47.03333333
3741,54.14152924,14.12387719,202.4422398,1.176989766,0,,271.884636,-19.86666667,47.03333333
3742,477.6249241,146.9615151,78.07330489,41.33292612,4.592547347,,748.5852175,-19.86666667,47.03333333
3743,476.8684768,92.12231939,243.8531984,48.77063968,5.418959964,,867.0335943,-19.86666667,47.03333333
3744,90.69491692,37.24969802,187.8680422,16.19552088,3.239104176,,335.2472822,-19.86666667,47.03333333
3745,284.9851079,36.27083191,383.4345088,170.9910647,62.17856899,,937.8600823,-19.86666667,47.03333333
3746,1407.927522,63.27764144,743.512287,110.7358725,63.27764144,,2388.730964,-19.86666667,47.03333333
3747,126.4478242,25.28956484,220.3804936,148.1245941,18.06397489,,538.3064516,-19.86666667,47.03333333
3748,59.49881797,60.85106383,56.11820331,11.49408983,2.704491726,,190.6666667,-19.86666667,47.03333333
3749,27.75306572,30.60999895,23.2635992,0.816266639,0.408133319,,82.85106383,-19.86666667,47.03333333
3750,67.97106477,67.03995429,38.17552953,21.41554095,4.655552381,,199.2576419,-19.86666667,47.03333333
3751,142.7884615,37.01923077,264.4230769,111.0576923,26.44230769,,581.7307692,-19.86666667,47.03333333
3752,113.6982249,5.414201183,151.5976331,43.31360947,37.89940828,,351.9230769,-19.86666667,47.03333333
3753,258.9403956,93.75428116,160.7216249,107.1477499,71.43183327,,691.9958848,-19.86666667,47.03333333
3754,89.50695322,31.32743363,259.5701643,214.8166877,31.32743363,,626.5486726,-19.86666667,47.03333333
3755,42.36037543,0,175.4929839,72.61778645,18.15444661,,308.6255924,-19.86666667,47.03333333
3756,25.97505503,34.6334067,168.8378577,82.25434091,64.93763756,,376.6382979,-19.86666667,47.03333333
3757,31.03398882,19.29139846,50.32538728,8.387564547,3.355025819,,112.3933649,-19.86666667,47.03333333
3758,82.28091236,60.81632653,81.08843537,4.769907963,4.769907963,,233.7254902,-19.86666667,47.03333333
3759,15.27194656,7.272355507,15.99918212,2.181706652,0,,40.72519084,-19.86666667,47.03333333
3760,89.61450944,34.850087,164.2932673,12.44645964,7.467875786,,308.6721992,-19.86666667,47.03333333
3761,214.2988577,22.16884735,354.7015576,118.2338525,81.28577362,,790.6888889,-19.86666667,47.03333333
3762,171.4087302,64.27827381,428.5218254,96.41741071,10.71304563,,771.3392857,-19.86666667,47.03333333
3763,110.7794785,37.89824263,110.7794785,17.4914966,8.745748299,,285.6944444,-19.86666667,47.03333333
3764,22.10526316,36.84210526,136.3157895,70,55.26315789,,320.5263158,-19.86666667,47.03333333
3765,24.60887949,41.01479915,155.8562368,77.92811839,61.52219873,,360.9302326,-19.86666667,47.03333333
3766,72.27272727,120.4545455,445.6818182,228.8636364,180.6818182,,1047.954545,-19.86666667,47.03333333
3767,170.1393958,53.1685612,98.36183822,231.2832412,132.921403,,685.8744395,-19.86666667,47.03333333
3768,320.3198124,55.22755386,386.592877,176.7281724,44.18204309,,983.0504587,-19.86666667,47.03333333
3769,20.04048583,16.03238866,2.004048583,2.004048583,0,,40.08097166,-19.86666667,47.03333333
3770,42.84042138,19.27818962,8.568084276,0,0,,70.68669528,-19.86666667,47.03333333
3771,37.4747807,20.17872807,25.94407895,2.882675439,0,,86.48026316,-19.86666667,47.03333333
3772,19.5543758,16.5460103,3.008365508,1.504182754,1.504182754,,42.11711712,-19.86666667,47.03333333
3773,103.3890687,44.86695433,7.80294858,1.950737145,0,,158.0097087,-19.86666667,47.03333333
3774,51.80464181,20.27138158,31.53326023,2.252375731,2.252375731,,108.1140351,-19.86666667,47.03333333
3775,32.2332396,42.9776528,209.5160574,102.0719254,80.58309901,,467.3819742,-19.86666667,47.03333333
3776,97.89778978,73.42334233,58.12681268,73.42334233,0,,302.8712871,-19.86666667,47.03333333
3777,89.39393939,93.86363636,259.2424242,232.4242424,13.40909091,,688.3333333,-19.86666667,47.03333333
3778,163.4020998,78.88377233,146.4984343,112.6911033,0,,501.4754098,-19.86666667,47.03333333
3779,141.3600191,31.41333758,99.475569,47.12000637,0,,319.368932,-19.86666667,47.03333333
3780,405.4625551,89.33920705,542.907489,34.36123348,0,,1072.070485,-19.86666667,47.03333333
3781,2.804752066,3.97339876,0.701188017,0,0,,7.479338843,-19.86666667,47.03333333
3782,0,0,0,0,0,,0,-19.86666667,47.03333333
3783,0,0,0,0,0,,0,-19.86666667,47.03333333
3784,305.6024096,42.89156627,461.0843373,80.42168675,0,,890,-19.86666667,47.03333333
3785,615.02998,109.8267821,351.4457029,80.53964024,0,,1156.842105,-19.86666667,47.03333333
3786,731.9777123,451.838094,524.1321891,198.8087614,0,,1906.756757,-19.86666667,47.03333333
3787,9.256908505,21.59945318,67.8839957,29.3135436,23.14227126,,151.1961722,-19.86666667,47.03333333
3788,28.39619994,33.26411993,16.22639997,4.056599992,0,,81.94331984,-19.86666667,47.03333333
3789,3.596198305,8.091446185,3.596198305,0,0,,15.28384279,-19.86666667,47.03333333
3790,57.48386286,3.832257524,33.53225333,52.69354095,3.832257524,,151.3741722,-19.86666667,47.03333333
3791,18.14956332,18.14956332,9.437772926,5.807860262,0.725982533,,52.27074236,-19.86666667,47.03333333
3792,35.74861812,46.47320356,48.26063446,0,0,,130.4824561,-19.86666667,47.03333333
3793,19.09671734,13.02048909,12.15245649,0,0,,44.26966292,-19.86666667,47.03333333
3794,47.12953563,41.96465501,33.57172401,2.582440308,1.936830231,,127.1851852,-19.86666667,47.03333333
3795,267.3677739,304.2460875,968.0557329,9.219578409,0,,1548.889173,0.051697222,37.64594722
3796,263.7201783,116.0368784,1350.247313,10.54880713,10.54880713,,1751.101984,0.051697222,37.64594722
3797,52.07409488,104.1481898,620.1551299,4.734008626,4.734008626,,785.8454318,0.051697222,37.64594722
3798,254.0740304,342.4476062,828.5022731,11.04669698,0,,1436.070607,0.051697222,37.64594722
3799,129.4577355,140.2458801,1456.399524,10.78814463,0,,1736.891285,0.051697222,37.64594722
3800,176.6418967,409.4880332,658.392524,48.17506273,0,,1292.697517,0.051697222,37.64594722
3801,53.10336469,85.78235834,61.2731131,20.42437103,0,,220.5832072,0.051697222,37.64594722
3802,164.7814606,211.861878,219.7086142,54.92715355,3.923368111,,655.2024745,0.051697222,37.64594722
3803,191.8707407,266.2695993,250.6066817,3.915729402,7.831458803,,720.4942099,0.051697222,37.64594722
3804,89.0259119,149.9383779,412.3305393,18.74229724,0,,670.0371264,0.051697222,37.64594722
3805,385.9980157,410.1228917,1206.243799,0,0,,2002.364706,0.051697222,37.64594722
3806,126.8360145,194.7838795,158.5450182,0,0,,480.1649122,0.051697222,37.64594722
3807,343.9691855,721.2257115,732.3214916,11.09578018,11.09578018,,1819.707949,0.051697222,37.64594722
3808,157.9026324,255.073483,1834.099807,72.87813801,24.29271267,,2344.246773,0.051697222,37.64594722
3809,167.5442543,97.28376056,410.7536557,32.42792019,5.404653364,,713.4142441,0.051697222,37.64594722
3810,45.47273453,113.6818363,557.040998,28.42045908,0,,744.616028,0.051697222,37.64594722
3811,123.558471,224.6517654,612.1760607,0,0,,960.3862971,0.051697222,37.64594722
3812,297.1422008,594.2844015,376.380121,6.603160017,0,,1274.409883,0.051697222,37.64594722
3813,71.01090903,275.1672725,452.694545,0,0,,798.8727266,0.051697222,37.64594722
3814,134.8206421,417.5090851,200.0564366,4.34905297,0,,756.7352168,0.051697222,37.64594722
3815,66.27184601,284.9689379,410.8854453,46.39029221,0,,808.5165214,0.051697222,37.64594722
3816,50.46499081,64.22817012,697.3344184,9.175452874,9.175452874,,830.3784851,0.051697222,37.64594722
3817,93.04951072,128.8377841,1002.071654,7.157654671,0,,1231.116603,0.051697222,37.64594722
3818,135.2357018,69.79907189,327.1831495,30.53709395,8.724883987,,571.4799011,0.051697222,37.64594722
3819,50.79538586,91.43169455,706.0558635,5.079538586,0,,853.3624825,0.051697222,37.64594722
3820,165.8110724,442.1628598,309.5140018,27.63517873,0,,945.1231127,0.051697222,37.64594722
3821,76.05313759,190.132844,367.590165,4.22517431,0,,638.0013209,0.051697222,37.64594722
3822,228.1148315,389.6961705,1064.535881,57.02870788,9.504784647,,1748.880375,0.051697222,37.64594722
3823,26.02554377,112.7773563,1257.901282,34.70072502,8.675181256,,1440.080088,0.051697222,37.64594722
3824,115.9437569,179.7128232,371.0200221,28.98593922,0,,695.6625414,0.051697222,37.64594722
3825,122.1482489,192.8656562,270.0119187,19.28656562,0,,604.3123895,0.051697222,37.64594722
3826,109.6216865,142.5081925,635.805782,0,0,,887.935661,0.051697222,37.64594722
3827,287.7258066,203.1005693,888.5649908,59.23766605,25.38757117,,1464.016604,-0.231655556,35.576475
3828,155.1170372,263.0245413,1665.822095,67.44219007,13.48843801,,2164.894301,-0.231655556,35.576475
3829,55.37279109,68.40168311,286.6356245,19.54333803,4.885834508,,434.8392712,-0.231655556,35.576475
3830,88.52183533,147.5363922,404.6712472,50.5839059,4.215325492,,695.5287062,-0.231655556,35.576475
3831,207.1936399,107.4337392,379.8550065,19.18459629,3.836919258,,717.5039013,-0.231655556,35.576475
3832,142.5193205,90.69411302,479.3831688,51.82520744,0,,764.4218097,-0.231655556,35.576475
3833,62.78749237,251.1499695,256.8579233,22.83181541,5.707953852,,599.3351545,-0.231655556,35.576475
3834,151.6346827,178.7123047,676.9405479,97.4794389,0,,1104.766974,-0.231655556,35.576475
3835,78.29143454,205.877476,246.4730347,28.99682761,0,,559.6387728,-0.231655556,35.576475
3836,3.167337192,68.09774963,147.2811794,7.918342981,0,,226.4646092,-0.231655556,35.576475
3837,47.70292311,145.277084,227.6730421,49.87123779,6.50494406,,477.0292311,-0.231655556,35.576475
3838,135.4614036,211.3197896,520.1717897,48.76610529,5.418456143,,921.1375443,-0.231655556,35.576475
3839,35.48971999,38.11858814,46.00519258,5.257736295,0,,124.871237,-0.231655556,35.576475
3840,20.58208961,17.33228599,83.41162632,5.416339371,3.249803623,,129.9921449,-0.231655556,35.576475
3841,146.8472344,77.39246137,275.83467,11.90653252,0,,511.9808983,-0.231655556,35.576475
3842,73.92055901,168.3746066,151.9478157,28.74688406,8.213395446,,431.2032609,-0.231655556,35.576475
3843,86.14788897,57.43192598,179.4747687,17.94747687,7.178990748,,348.1810513,-0.231655556,35.576475
3844,96.622577,60.62593067,51.153129,26.52384467,1.894560333,,236.8200417,-0.231655556,35.576475
3845,48.81205763,1.654646021,18.20110623,0.827323011,0,,69.49513289,-0.231655556,35.576475
3846,72.75242464,3.986434227,0,1.993217114,0,,78.73207598,-0.231655556,35.576475
3847,124.0465602,3.025525859,3.025525859,1.51276293,9.076577578,,140.6869525,-0.231655556,35.576475
3848,204.5444828,1.794249849,14.35399879,12.55974895,0,,233.2524804,-0.231655556,35.576475
3849,376.6476799,0,13.66079668,3.903084766,3.903084766,,398.1146461,-0.231655556,35.576475
3850,168.8345635,21.10432043,14.7730243,16.88345635,2.110432043,,223.7057966,-0.231655556,35.576475
3851,124.2496097,126.8932184,592.1683526,58.15939177,0,,901.4705725,-0.231655556,35.576475
3852,102.515484,181.7319943,838.7630507,51.25774199,4.659794726,,1178.928066,-0.231655556,35.576475
3853,56.3321885,180.2630032,42.81246326,4.50657508,2.25328754,,286.1675176,-0.231655556,35.576475
3854,53.03190864,73.78352506,103.7580821,124.5096985,2.305735158,,357.3889495,-0.231655556,35.576475
3855,324.4714263,130.8352525,706.5103638,83.73456163,10.4668202,,1256.018424,-0.231655556,35.576475
3856,383.870129,499.9238889,575.8051935,31.24524306,17.8544246,,1508.698879,-0.231655556,35.576475
3857,141.9284998,283.8569996,704.1837106,38.21151918,21.83515382,,1190.015883,-0.231655556,35.576475
3858,77.95945273,111.3706468,200.4671642,11.13706468,0,,400.9343283,-0.231655556,35.576475
3859,35.71748803,250.0224162,482.1860884,17.85874402,0,,785.7847367,-0.231655556,35.576475
3860,19.09359387,99.87418331,24.96854583,1.46873799,1.46873799,,146.873799,-0.231655556,35.576475
3861,44.41423571,328.1718528,9.869830158,64.15389603,0,,446.6098147,-0.231655556,35.576475
3862,46.39637794,675.6472538,43.49660432,5.799547243,0,,771.3397833,-0.231655556,35.576475
3863,73.51541062,124.2760513,61.26284219,0,3.500733839,,262.5550379,-0.231655556,35.576475
3864,58.79335643,60.01821802,30.62153981,2.449723185,0,,151.8828374,-0.231655556,35.576475
3865,131.2675903,88.22903608,23.6712048,0,0,,243.1678312,-0.231655556,35.576475
3866,172.7767485,250.8049575,303.7526707,25.08049575,0,,752.4148724,-0.231655556,35.576475
3867,90.69475392,431.8797806,367.0978135,43.18797806,4.318797806,,937.1791239,-0.231655556,35.576475
3868,55.56191811,341.3089255,140.8891495,7.937416873,1.984354218,,547.6817642,-0.231655556,35.576475
3869,138.4790063,379.7005012,205.4849771,17.86825888,0,,741.5327435,-0.231655556,35.576475
3870,34.7126754,17.69665805,17.69665805,1.361281388,0,,71.46727287,-0.231655556,35.576475
3871,90.17220045,98.89854243,110.5336651,0,0,,299.604408,-0.231655556,35.576475
3872,110.7186164,11.74288356,52.0041986,6.710219175,1.677554794,,182.8534725,-0.231655556,35.576475
3873,109.832614,27.45815351,39.22593358,25.49685683,1.961296679,,203.9748546,-0.231655556,35.576475
3874,308.0874843,78.20682294,127.9748012,28.43884471,0,,542.7079532,-0.231655556,35.576475
3875,259.3360777,70.03967063,181.7245508,20.82260478,5.678892213,,537.6017962,-0.231655556,35.576475
3876,151.5454726,65.32132438,107.126972,15.67711785,2.612852975,,342.2837398,-0.231655556,35.576475
3877,302.5461845,127.5439798,100.8487282,20.76297345,0,,551.7018659,-0.231655556,35.576475
3878,421.8083462,98.42194744,91.39180834,17.57534776,0,,629.1974497,-0.231655556,35.576475
3879,294.2476616,91.00443144,121.3392419,9.100443144,15.16740524,,530.8591834,-0.231655556,35.576475
3880,1148.734097,67.28986341,52.87060696,14.41925644,14.41925644,,1297.73308,-0.231655556,35.576475
3881,68.02267309,17.90070344,89.50351722,21.48084413,35.80140689,,232.7091448,0.389447222,33.00676944
3882,83.95441449,14.25641001,88.70655116,1.584045556,19.00854668,,207.5099679,0.389447222,33.00676944
3883,60.28376624,6.345659604,174.5056391,6.345659604,26.96905332,,274.4497779,0.389447222,33.00676944
3884,155.2192537,21.61280748,49.120017,25.54240884,55.01441904,11.78880408,318.2977102,0.389447222,33.00676944
3885,131.3524236,33.7763375,84.44084375,15.01170556,3.752926389,16.88816875,285.2224056,0.389447222,33.00676944
3886,89.23306604,34.32041001,105.2492574,20.59224601,32.03238268,6.864082003,288.2914441,0.389447222,33.00676944
3887,233.5479471,42.4632631,90.99270665,51.56253377,42.4632631,,461.0297137,0.389447222,33.00676944
3888,66.7420865,6.208566186,99.33705898,24.83426474,20.1778401,3.104283093,220.4040996,0.389447222,33.00676944
3889,49.42110689,17.5365218,111.5960478,22.31920956,36.66727285,,237.5401589,0.389447222,33.00676944
3890,89.43066796,16.26012145,140.9210525,13.55010121,143.6310728,,403.7930159,0.389447222,33.00676944
3891,56.23841365,5.544632332,17.42598733,17.42598733,38.02033599,,134.6553566,0.389447222,33.00676944
3892,110.1065858,28.97541732,20.28279212,49.25820944,69.54100157,,278.1640063,0.389447222,33.00676944
3893,704.0798736,440.049921,674.7432122,498.7232438,44.0049921,,2361.601243,0.389447222,33.00676944
3894,125.4980459,60.95619372,121.9123874,261.7530672,10.75697536,,580.8766696,0.389447222,33.00676944
3895,81.23425964,37.90932117,56.86398175,265.3652482,18.95466058,,460.3274713,0.389447222,33.00676944
3896,285.4027735,190.2685157,211.4094618,195.5537522,58.13760201,,940.7721052,0.389447222,33.00676944
3897,221.7610518,22.8619641,77.73067794,43.43773179,18.28957128,,384.0809969,0.389447222,33.00676944
3898,372.598214,36.44982529,157.9492429,85.04959234,28.34986411,4.049980587,684.4467193,0.389447222,33.00676944
3899,399.5401789,16.19757482,620.9070348,91.78625732,0,,1128.431046,0.389447222,33.00676944
3900,151.2489438,37.81223594,137.0693553,56.71835391,7.089794239,4.726529492,394.6652126,0.389447222,33.00676944
3901,201.5506768,65.01634736,208.0523116,29.25735631,19.50490421,6.501634736,529.883231,0.389447222,33.00676944
3902,188.2231318,91.25970026,467.7059638,108.3708941,45.62985013,22.81492507,924.0044651,0.389447222,33.00676944
3903,56.49159178,25.4212163,26.8335061,28.24579589,24.00892651,,161.0010366,0.389447222,33.00676944
3904,278.4420783,106.2476351,139.2210392,84.2653658,21.98226934,,630.1583877,0.389447222,33.00676944
3905,376.4009324,115.5616898,108.9581646,95.75111438,29.71586308,,726.3877643,13.74371944,-15.77326111
3906,1191.162908,530.3718059,156.5031558,208.6708744,8.694619768,,2095.403364,13.74371944,-15.77326111
3907,451.3114857,84.62090356,333.7824529,37.60929047,18.80464524,,926.1287779,13.74371944,-15.77326111
3908,1785.532574,512.5139797,413.3177256,132.2616722,165.3270902,,3008.953042,13.74371944,-15.77326111
3909,301.6470619,105.3947566,268.9383443,65.41743511,14.5372078,,755.9348057,13.74371944,-15.77326111
3910,619.5409351,402.7016078,175.5365983,61.95409351,51.62841125,,1311.361646,13.74371944,-15.77326111
3911,347.5740137,126.9981973,334.2057824,133.682313,33.42057824,,975.8808847,13.74371944,-15.77326111
3912,639.0175934,220.3508943,352.5614309,102.8304173,22.03508943,,1336.795425,13.74371944,-15.77326111
3913,389.8678498,303.2305498,493.8326097,155.9471399,25.99118998,,1368.869339,13.74371944,-15.77326111
3914,728.4505756,309.5914946,227.6408049,173.0070117,45.52816098,,1484.218048,13.74371944,-15.77326111
3915,207.5268252,174.1742997,100.0575764,96.35174027,11.11750849,,589.2279501,13.74371944,-15.77326111
3916,168.5271157,100.6132034,65.39858223,75.45990257,7.545990257,,417.5447942,13.74371944,-15.77326111
3917,321.345628,131.4595751,62.07813269,91.2913716,3.651654864,,609.8263623,13.74371944,-15.77326111
3918,240.6986588,235.9790773,136.8678648,179.3440988,0,,792.8896997,13.74371944,-15.77326111
3919,538.3548394,183.0406454,258.4103229,107.6709679,10.76709679,,1098.243872,13.74371944,-15.77326111
3920,726.7888363,498.3694878,249.1847439,124.5923719,51.91348831,,1650.848928,13.74371944,-15.77326111
3921,253.0729864,210.8941553,562.3844142,133.5662984,14.05961036,,1173.977465,13.74371944,-15.77326111
3922,669.0096142,398.8326546,810.5308787,334.5048071,51.46227802,,2264.340233,13.74371944,-15.77326111
3923,485.4052276,204.9488739,258.8827881,37.75373993,10.78678284,,997.7774124,13.74371944,-15.77326111
3924,766.0180637,379.1402538,232.126686,30.9502248,0,,1408.235228,13.74371944,-15.77326111
3925,682.8263288,138.0180877,486.695362,50.84876917,7.264109881,,1365.652658,13.74371944,-15.77326111
3926,850.7430601,341.887398,222.6243522,15.90173944,0,,1431.15655,13.74371944,-15.77326111
3927,252.699543,219.3241316,452.952011,0,4.767915905,,929.7436015,13.74371944,-15.77326111
3928,899.3002154,334.8458249,535.7533198,19.13404714,9.567023568,,1798.600431,13.74371944,-15.77326111
3929,1031.215967,223.5503145,129.8034084,28.84520188,36.05650234,,1449.471394,13.74371944,-15.77326111
3930,1319.341055,181.2835038,292.0678672,10.07130577,10.07130577,,1812.835038,13.74371944,-15.77326111
3931,156.24735,47.91585399,108.331496,8.333191999,2.083298,,322.91119,13.74371944,-15.77326111
3932,182.7765545,72.71755393,41.2721252,23.58407154,1.965339295,,322.3156444,13.74371944,-15.77326111
3933,219.8685605,123.2596475,136.5850149,53.30146921,0,,533.0146921,13.74371944,-15.77326111
3934,726.6012786,250.0133432,265.6391771,23.43875092,31.25166789,,1296.944218,13.74371944,-15.77326111
3935,244.1871103,200.2334304,283.257048,68.37239088,0,,796.0499796,13.74371944,-15.77326111
3936,522.8315762,182.9910517,365.9821034,19.60618411,6.535394703,,1097.94631,13.74371944,-15.77326111
3937,227.9949076,158.6051531,565.030858,19.82564414,4.956411035,,976.4129738,13.74371944,-15.77326111
3938,585.9542024,114.7745345,211.4267741,18.12229492,18.12229492,,948.4001008,13.74371944,-15.77326111
3939,440.696945,210.7681041,153.2858939,210.7681041,0,,1015.519047,13.74371944,-15.77326111
3940,421.3990919,83.2998205,146.9996832,146.9996832,0,,798.6982789,13.74371944,-15.77326111
3941,216.2234818,151.8712551,64.35222672,0,2.574089069,,435.0210526,13.74371944,-15.77326111
3942,224.3066771,84.11500393,36.80031422,7.009583661,0,,352.2315789,13.74371944,-15.77326111
3943,174.9442403,52.89011917,59.67090367,0,0,,287.5052632,13.74371944,-15.77326111
3944,204.454349,54.62520776,37.45728532,0,0,,296.5368421,13.74371944,-15.77326111
3945,234.2220193,111.1053169,231.2191729,12.01138561,0,,588.5578947,13.74371944,-15.77326111
3946,155.4657422,66.62817523,111.0469587,4.038071226,0,,337.1789474,13.74371944,-15.77326111
3947,179.9864662,69.08571429,27.27067669,1.818045113,1.818045113,,279.9789474,13.74371944,-15.77326111
3948,414.7115789,171.8624561,134.5010526,7.472280702,0,,728.5473684,13.74371944,-15.77326111
3949,233.5334179,100.5080533,138.937603,17.73671528,0,,490.7157895,13.74371944,-15.77326111
3950,133.8657895,174.3368421,217.9210526,21.79210526,0,,547.9157895,13.74371944,-15.77326111
3951,166.362753,75.6194332,161.3214575,20.16518219,2.520647773,,425.9894737,13.74371944,-15.77326111
3952,96.86500462,76.10821791,182.1984611,39.20726377,0,,394.3789474,13.74371944,-15.77326111
3953,224.4658802,65.16751361,115.8533575,14.48166969,0,,419.9684211,13.74371944,-15.77326111
3954,38.50589348,26.47280176,61.76987078,7.219855027,0,,133.9684211,13.74371944,-15.77326111
3955,125.7772037,58.69602841,136.2586374,14.6740071,6.288860187,,341.6947368,13.74371944,-15.77326111
3956,141.9543592,73.42466854,100.347047,4.894977903,0,,320.6210526,13.74371944,-15.77326111
3957,131.3931516,162.6772353,178.3192771,43.79771718,3.12840837,,519.3157895,13.74371944,-15.77326111
3958,78.92001189,189.9012786,152.907523,14.79750223,0,,436.5263158,13.74371944,-15.77326111
3959,224.0780804,26.36212711,665.6437095,19.77159533,52.72425422,,988.5797665,-19.77916667,47.10694444
3960,331.0001019,162.3774085,368.4718116,18.73585483,74.94341931,,955.5285962,-19.77916667,47.10694444
3961,109.048305,81.78622875,181.3103813,13.63103813,18.1747175,,404.3874644,-19.77916667,47.10694444
3962,142.4045467,86.19222563,239.8392365,29.97990457,59.95980913,,558.3757225,-19.77916667,47.10694444
3963,567.6244742,119.0180349,430.2959724,137.3285018,137.3285018,,1391.595485,-19.77916667,47.10694444
3964,247.8481919,351.1182719,361.4452799,278.8292159,278.8292159,,1518.070175,-19.77916667,47.10694444
3965,86.76663717,82.07654867,82.07654867,9.380176991,32.83061947,,293.130531,-19.77916667,47.10694444
3966,151.5834732,339.2582494,397.0043345,64.96434564,122.7104306,,1075.520833,-19.77916667,47.10694444
3967,225.1604371,115.7967962,437.4545636,128.6631069,64.33155346,,971.4064573,-19.77916667,47.10694444
3968,204.6264559,75.16890218,217.1546063,87.69705254,41.76050121,,626.4075182,-19.77916667,47.10694444
3969,55.53998148,113.6045076,98.45723989,37.86816919,5.049089225,,310.5189873,-19.77916667,47.10694444
3970,226.5783595,0,72.09311439,247.1763922,41.19606537,,587.0439315,-19.77916667,47.10694444
3971,181.3726465,385.4168739,2108.457016,566.7895204,158.7010657,,3400.737123,-19.77916667,47.10694444
3972,125.0435012,156.3043765,1594.304641,218.8261271,203.1956895,,2297.674335,-19.77916667,47.10694444
3973,197.2014333,71.32817799,138.4605808,29.37042623,62.93662764,,499.297246,-19.77916667,47.10694444
3974,166.2080732,34.2193092,356.8585102,102.6579276,73.32709114,,733.2709114,-19.77916667,47.10694444
3975,117.314925,82.8105353,600.3763809,110.4140471,138.0175588,,1048.933447,-19.77916667,47.10694444
3976,1355.052238,350.4445442,1378.415207,233.6296962,186.9037569,,3504.445442,-19.77916667,47.10694444
3977,411.4544948,156.0689463,1135.046882,269.5736345,170.2570323,,2142.40099,-19.77916667,47.10694444
3978,947.6213024,143.0371777,750.945183,679.4265942,196.6761194,,2717.706377,-19.77916667,47.10694444
3979,91.64914135,234.8509247,423.8772787,45.82457067,63.00878468,,859.2107001,-19.77916667,47.10694444
3980,83.52437312,27.19398195,62.15767302,5.827281846,15.53941825,,194.2427282,-19.77916667,47.10694444
