,units type_x,aggregated taxon,aggregated biome,site,mass density,mass_std,units type_y,population density,pop_std,eff_mass_B,eff_mass_std_B,eff_mass_G,eff_mass_std_G,mass_B,mass_B_std,mass_G,mass_G_std
360,mg,Formicidae,"Tropical and Subtropical Grasslands, Savannas and Shrublands",S02 – Ivory Coast – Lamto – burnt savanna – bare soil,448.9224635,0.0,,,,,,,,448.9224635,0.0,448.9224635,0.0
361,mg,Formicidae,"Tropical and Subtropical Grasslands, Savannas and Shrublands",S03 – Ivory Coast – Lamto – burnt savanna – tussocks,451.2184505,0.0,,,,,,,,451.2184505,0.0,451.2184505,0.0
362,mg,Formicidae,"Tropical and Subtropical Grasslands, Savannas and Shrublands",carimagua research station,222.3,0.0,,,,,,,,222.3,0.0,222.3,0.0
363,mg,Formicidae,Tundra,"""tundra""",0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0
364,mg,Isoptera,Boreal Forests/Taiga,Boreal forests and Taiga - Isoptera,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0
365,mg,Isoptera,Crops,Acacia plantation (S. India),456.3,0.0,,,,,,,,456.3,0.0,456.3,0.0
366,mg,Isoptera,Crops,Acre State,378.0,256.34363655062714,,,,,,,,378.0,256.34363655062714,378.0,256.34363655062714
367,mg,Isoptera,Crops,Cocoa plantation (Cameroon),324.0,0.0,,,,,,,,324.0,0.0,324.0,0.0
368,mg,Isoptera,Crops,Embrapa Amazônia Ocidental,3545.1000000000004,4168.02306555518,,,,,,,,3545.1000000000004,4168.02306555518,3545.1000000000004,4168.02306555518
369,mg,Isoptera,Crops,Eucalypt stand,216.0,0.0,,,,,,,,216.0,0.0,216.0,0.0
370,mg,Isoptera,Crops,"Logged-over forest (4 yr., Borneo)",675.0,0.0,,,,,,,,675.0,0.0,675.0,0.0
371,mg,Isoptera,Crops,"Logger-over forest (18 yr., 13orneo)",1215.0,0.0,,,,,,,,1215.0,0.0,1215.0,0.0
372,mg,Isoptera,Crops,"Maize (1 yr., W. Africa)",459.00000000000006,0.0,,,,,,,,459.00000000000006,0.0,459.00000000000006,0.0
373,mg,Isoptera,Crops,"Maize (8-24 yr., W. Africa)",5103.0,0.0,,,,,,,,5103.0,0.0,5103.0,0.0
374,mg,Isoptera,Crops,Maize (Southern Africa),0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0
375,mg,Isoptera,Crops,"Mixed crops (1 yr., ex-forest, cameroon)",5751.0,0.0,,,,,,,,5751.0,0.0,5751.0,0.0
376,mg,Isoptera,Crops,Rondônia Stat,390.15000000000003,247.43208159008,,,,,,,,390.15000000000003,247.43208159008,390.15000000000003,247.43208159008
377,mg,Isoptera,Crops,Sampadi Forest Reserve,183.60000000000002,435.24,,,,,,,,183.60000000000002,435.24,183.60000000000002,435.24
378,mg,Isoptera,Crops,Sugar cane (w. Africa),1458.0,0.0,,,,,,,,1458.0,0.0,1458.0,0.0
379,mg,Isoptera,Crops,Terminalia plantation (1 yr.),2743.2000000000003,0.0,,,,,,,,2743.2000000000003,0.0,2743.2000000000003,0.0
380,mg,Isoptera,Crops,Terminalia plantation (2 yr.),29.700000000000003,0.0,,,,,,,,29.700000000000003,0.0,29.700000000000003,0.0
381,mg,Isoptera,Crops,Terminalia plantation (5 yr.),6224.85,0.0,,,,,,,,6224.85,0.0,6224.85,0.0
382,mg,Isoptera,Crops,"Yurimaguas, Loreto, high input cultivation (corn, first crop)",324.0,270.00000000000006,,,,,,,,324.0,270.00000000000006,324.0,270.00000000000006
383,mg,Isoptera,Crops,"Yurimaguas, Loreto, low input cultivation (rice, first crop)",1647.0,729.0000000000001,,,,,,,,1647.0,729.0000000000001,1647.0,729.0000000000001
384,mg,Isoptera,Crops,"Yurimaguas, Loreto, pijuayo palm-trees (bactris gasipaes Runth.) with a kudzu cover",2133.0,1080.0000000000002,,,,,,,,2133.0,1080.0000000000002,2133.0,1080.0000000000002
385,mg,Isoptera,Crops,"Yurimaguas, Loreto, six month ""kudzu"" (pueraria phaseoloides Benth.) fallow after high input croppping",1279.8000000000002,631.8000000000001,,,,,,,,1279.8000000000002,631.8000000000001,1279.8000000000002,631.8000000000001
386,mg,Isoptera,Crops,"Yurimaguas, Loreto, traditional cultivation (first crop of cassava)",243.00000000000003,108.00000000000001,,,,,,,,243.00000000000003,108.00000000000001,243.00000000000003,108.00000000000001
387,mg,Isoptera,Crops,carimagua research station-crops-cassava,159.3,0.0,,,,,,,,159.3,0.0,159.3,0.0
388,mg,Isoptera,Crops,carimagua research station-crops-rice,48.6,0.0,,,,,,,,48.6,0.0,48.6,0.0
389,mg,Isoptera,Crops,"farmland / settlement (old world) - (based on a sugar cane field in riparian forest near Rabba, Niggeria)",1452.6000000000001,0.0,,,,,,,,1452.6000000000001,0.0,1452.6000000000001,0.0
390,mg,Isoptera,Deserts and Xeric Shrublands,Semi-arid desert (USA),221.4,0.0,,,,,,,,221.4,0.0,221.4,0.0
391,mg,Isoptera,"Mediterranean Forests, Woodlands and Scrub","Mediterranean Forests, Woodlands and Scrub",1431.0,0.0,,,,,,,,1431.0,0.0,1431.0,0.0
392,mg,Isoptera,"Mediterranean Forests, Woodlands and Scrub","dry / highland scrub, semidesert",729.0,0.0,,,,,,,,729.0,0.0,729.0,0.0
393,mg,Isoptera,Pasture,Acre State,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0
394,mg,Isoptera,Pasture,CIAT-CORPOICA research station of Carimagua,792.0450000000001,465.2942335232623,,,,,,,,792.0450000000001,465.2942335232623,792.0450000000001,465.2942335232623
395,mg,Isoptera,Pasture,"Chromolaena fallows (4 yr.,Cameroon)",567.0,0.0,,,,,,,,567.0,0.0,567.0,0.0
396,mg,Isoptera,Pasture,EMBRAPA’s Western Amazonian Experimental Station ,748.8000000000002,583.6269270689968,,,,,,,,748.8000000000002,583.6269270689968,748.8000000000002,583.6269270689968
397,mg,Isoptera,Pasture,Embrapa Amazônia Ocidental,5016.6,2440.8,,,,,,,,5016.6,2440.8,5016.6,2440.8
398,mg,Isoptera,Pasture,G50 – USA – Pawnee Colorado – short grass prairie – lightly grazed,2.5,0.0,,,,,,,,2.5,0.0,2.5,0.0
399,mg,Isoptera,Pasture,G51 – USA – Pawnee Colorado – short grass prairie – moderately grazed,16.7,0.0,,,,,,,,16.7,0.0,16.7,0.0
400,mg,Isoptera,Pasture,Grass fallow (Southern Africa),27.0,0.0,,,,,,,,27.0,0.0,27.0,0.0
401,mg,Isoptera,Pasture,Grazed pasture W. Africa),756.0,0.0,,,,,,,,756.0,0.0,756.0,0.0
402,mg,Isoptera,Pasture,"Pasture (10 yr., ex-forest, Amazonia)",162.0,0.0,,,,,,,,162.0,0.0,162.0,0.0
403,mg,Isoptera,Pasture,Pastures (S. India),523.8000000000001,0.0,,,,,,,,523.8000000000001,0.0,523.8000000000001,0.0
404,mg,Isoptera,Pasture,Rondônia Stat,16.200000000000003,17.182694782833106,,,,,,,,16.200000000000003,17.182694782833106,16.200000000000003,17.182694782833106
405,mg,Isoptera,Pasture,"Weeded fallow (ex- forest, Cameroon)",517.0500000000001,0.0,,,,,,,,517.0500000000001,0.0,517.0500000000001,0.0
406,mg,Isoptera,Pasture,"Yurimaguas, Loreto, centrosema pubescens benth. (leguminosae) Pasture",742.5,310.50000000000006,,,,,,,,742.5,310.50000000000006,742.5,310.50000000000006
407,mg,Isoptera,Pasture,"Yurimaguas, Loreto, improved Pasture with Brachiaria humidicola (Rendle) schwiek + desmodium ovalifolium Guill and Perr. (leguminosae)",5.4,8.100000000000001,,,,,,,,5.4,8.100000000000001,5.4,8.100000000000001
408,mg,Isoptera,Pasture,"Yurimaguas, Loreto, traditional 10-year Pastures, ""dry""",432.0,243.00000000000003,,,,,,,,432.0,243.00000000000003,432.0,243.00000000000003
409,mg,Isoptera,Pasture,"Yurimaguas, Loreto, traditional 10-year Pastures, ""humid""",351.0,102.60000000000001,,,,,,,,351.0,102.60000000000001,351.0,102.60000000000001
410,mg,Isoptera,Pasture,carimagua research station-Pastures- B. dec.+kudzu,982.8000000000001,0.0,,,,,,,,982.8000000000001,0.0,982.8000000000001,0.0
411,mg,Isoptera,Temperate Forests,"Coweeta Hydrologic Laboratory, Nantahala Mountain Range, western North Carolina",2.5,1.25,,,,,,,,2.5,1.25,2.5,1.25
412,mg,Isoptera,Temperate Forests,"San Felasco State Park, Florida",45.5,22.75,,,,,,,,45.5,22.75,45.5,22.75
413,mg,Isoptera,Temperate Forests,Semi-arid woodland (Queensland),1350.0,0.0,,,,,,,,1350.0,0.0,1350.0,0.0
414,mg,Isoptera,Temperate Forests,"Whitehall Forest, Georgia",6.5,3.25,,,,,,,,6.5,3.25,6.5,3.25
415,mg,Isoptera,Temperate Forests,"Yale Myers Forest, Connecticut",0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0
416,mg,Isoptera,Temperate Forests,temperate forest (ScIerophyll forest (S. Australia)),810.0,0.0,,,,,,,,810.0,0.0,810.0,0.0
417,mg,Isoptera,"Temperate Grasslands, Savannas and Shrublands",G49 – USA – Pawnee Colorado – short grass prairie – ungrazed,0.6,0.0,,,,,,,,0.6,0.0,0.6,0.0
418,mg,Isoptera,"Temperate Grasslands, Savannas and Shrublands","temperate grassland / prairie - Semiarid grassland, North America",1404.0,459.00000000000006,,,,,,,,1404.0,459.00000000000006,1404.0,459.00000000000006
419,mg,Isoptera,Tropical and Subtropical Forests,Acre State,149.85000000000002,183.28207768355313,,,,,,,,149.85000000000002,183.28207768355313,149.85000000000002,183.28207768355313
420,mg,Isoptera,Tropical and Subtropical Forests,"Atlantic Forest,  Parqe Estadual Dois Irmãos (PHDI)",3086.1000000000004,0.0,,,,,,,,3086.1000000000004,0.0,3086.1000000000004,0.0
421,mg,Isoptera,Tropical and Subtropical Forests,"Atlantic Forest,  Reserva Biológica de Pedra Talhada (RBPT)",3051.0,0.0,,,,,,,,3051.0,0.0,3051.0,0.0
422,mg,Isoptera,Tropical and Subtropical Forests,"Atlantic Forest,  Área de Proteção Ambiental Mata do Buraquinho (APMB)",2724.3,0.0,,,,,,,,2724.3,0.0,2724.3,0.0
423,mg,Isoptera,Tropical and Subtropical Forests,Bi Dup-Nui Ba Nature Reserve - Mountain pine forest,216.0,108.00000000000001,,,,,,,,216.0,108.00000000000001,216.0,108.00000000000001
424,mg,Isoptera,Tropical and Subtropical Forests,Cat Tien National Park - Lagerstroemia forest,3510.0000000000005,1890.8100000000004,,,,,,,,3510.0000000000005,1890.8100000000004,3510.0000000000005,1890.8100000000004
425,mg,Isoptera,Tropical and Subtropical Forests,Dry deciduous,27.0,0.0,,,,,,,,27.0,0.0,27.0,0.0
426,mg,Isoptera,Tropical and Subtropical Forests,E08 – Malaysia – Pasoh – tropical rain forest,896.7796797,0.0,,,,,,,,896.7796797,0.0,896.7796797,0.0
427,mg,Isoptera,Tropical and Subtropical Forests,E16 – Zaire – Haut-Shaba – dry dense evergreen forest,63.21568361,0.0,,,,,,,,63.21568361,0.0,63.21568361,0.0
428,mg,Isoptera,Tropical and Subtropical Forests,"E17 – Zaire – Haut-Shaba – miombo, open forest",3174.881664,0.0,,,,,,,,3174.881664,0.0,3174.881664,0.0
429,mg,Isoptera,Tropical and Subtropical Forests,E18 – Zaire – Haut-Shaba – river forest,4.864497143,0.0,,,,,,,,4.864497143,0.0,4.864497143,0.0
430,mg,Isoptera,Tropical and Subtropical Forests,E19 – Brazil – Amazonia – inundation forest – black water,0.500285702,0.0,,,,,,,,0.500285702,0.0,0.500285702,0.0
431,mg,Isoptera,Tropical and Subtropical Forests,E20 – Brazil – Amazonia – inundation forest – mixed water,0.391140236,0.0,,,,,,,,0.391140236,0.0,0.391140236,0.0
432,mg,Isoptera,Tropical and Subtropical Forests,E21 – Brazil – Amazonia – inundation forest – white water,0.482647696,0.0,,,,,,,,0.482647696,0.0,0.482647696,0.0
433,mg,Isoptera,Tropical and Subtropical Forests,EMBRAPA’s Western Amazonian Experimental Station ,1428.3000000000002,774.9000000000001,,,,,,,,1428.3000000000002,774.9000000000001,1428.3000000000002,774.9000000000001
434,mg,Isoptera,Tropical and Subtropical Forests,Montane (Gunung Mulu),95.85000000000001,0.0,,,,,,,,95.85000000000001,0.0,95.85000000000001,0.0
435,mg,Isoptera,Tropical and Subtropical Forests,Peruvian tropical moist forest (old growth),93.15,27.810000000000002,,,,,,,,93.15,27.810000000000002,93.15,27.810000000000002
436,mg,Isoptera,Tropical and Subtropical Forests,Rainforest (Amazonia)1,2970.0,0.0,,,,,,,,2970.0,0.0,2970.0,0.0
437,mg,Isoptera,Tropical and Subtropical Forests,Rainforest (Amazonia)2,1822.5000000000002,0.0,,,,,,,,1822.5000000000002,0.0,1822.5000000000002,0.0
438,mg,Isoptera,Tropical and Subtropical Forests,Rainforest (Amazonia)3,4185.0,0.0,,,,,,,,4185.0,0.0,4185.0,0.0
439,mg,Isoptera,Tropical and Subtropical Forests,Rainforest (Borneo),945.0000000000001,0.0,,,,,,,,945.0000000000001,0.0,945.0000000000001,0.0
440,mg,Isoptera,Tropical and Subtropical Forests,"Rainforest (Malaysia) - Pasoh Forest Reserve, (equatorial rainforest)",934.2,0.0,,,,,,,,934.2,0.0,934.2,0.0
441,mg,Isoptera,Tropical and Subtropical Forests,Rainforest (Pasoh) - Malaysia (lowland rain forest),2538.0,0.0,,,,,,,,2538.0,0.0,2538.0,0.0
442,mg,Isoptera,Tropical and Subtropical Forests,Rainforest (Puerto Rico,135.0,0.0,,,,,,,,135.0,0.0,135.0,0.0
443,mg,Isoptera,Tropical and Subtropical Forests,Rainforest (Sumatra),1579.5,0.0,,,,,,,,1579.5,0.0,1579.5,0.0
444,mg,Isoptera,Tropical and Subtropical Forests,Rainforest (dipterocarp),1156.5,0.0,,,,,,,,1156.5,0.0,1156.5,0.0
445,mg,Isoptera,Tropical and Subtropical Forests,Rainforest (kerangas heath forest),1080.0,0.0,,,,,,,,1080.0,0.0,1080.0,0.0
446,mg,Isoptera,Tropical and Subtropical Forests,Rainforest (swamp forest),189.0,0.0,,,,,,,,189.0,0.0,189.0,0.0
447,mg,Isoptera,Tropical and Subtropical Forests,Riverine (Congo),2970.0,0.0,,,,,,,,2970.0,0.0,2970.0,0.0
448,mg,Isoptera,Tropical and Subtropical Forests,Riverine (Nigeria),1863.0000000000002,0.0,,,,,,,,1863.0000000000002,0.0,1863.0000000000002,0.0
449,mg,Isoptera,Tropical and Subtropical Forests,Rondônia State,89.10000000000001,45.900000000000006,,,,,,,,89.10000000000001,45.900000000000006,89.10000000000001,45.900000000000006
450,mg,Isoptera,Tropical and Subtropical Forests,Secondary forest (20 yr.),4050.0000000000005,0.0,,,,,,,,4050.0000000000005,0.0,4050.0000000000005,0.0
451,mg,Isoptera,Tropical and Subtropical Forests,Secondary forest (40 yr.),20691.45,0.0,,,,,,,,20691.45,0.0,20691.45,0.0
452,mg,Isoptera,Tropical and Subtropical Forests,Semengoh Wildlife Rehabilitation Center,321.57,394.20000000000005,,,,,,,,321.57,394.20000000000005,321.57,394.20000000000005
453,mg,Isoptera,Tropical and Subtropical Forests,Semi-deciduous (Cameroon),17753.850000000002,0.0,,,,,,,,17753.850000000002,0.0,17753.850000000002,0.0
454,mg,Isoptera,Tropical and Subtropical Forests,Slashed evergreen forest (S. India),731.7,0.0,,,,,,,,731.7,0.0,731.7,0.0
455,mg,Isoptera,Tropical and Subtropical Forests,Wet evergreen (S. India),990.9000000000001,0.0,,,,,,,,990.9000000000001,0.0,990.9000000000001,0.0
456,mg,Isoptera,Tropical and Subtropical Forests,"Yurimaguas, Loreto, 15-year old secondary forest",1863.0000000000002,729.0000000000001,,,,,,,,1863.0000000000002,729.0000000000001,1863.0000000000002,729.0000000000001
457,mg,Isoptera,Tropical and Subtropical Forests,"Yurimaguas, Loreto, Primary forest",2295.0,621.0000000000001,,,,,,,,2295.0,621.0000000000001,2295.0,621.0000000000001
458,mg,Isoptera,Tropical and Subtropical Forests,"rain green forest (old world) - Semi-deciduous forest, Ibadan, Nigeria",2160.0,0.0,,,,,,,,2160.0,0.0,2160.0,0.0
459,mg,Isoptera,Tropical and Subtropical Forests,tropical montane / seasonal (old world),3040.2000000000003,0.0,,,,,,,,3040.2000000000003,0.0,3040.2000000000003,0.0
460,mg,Isoptera,Tropical and Subtropical Forests,tropical rain forest (old world),2970.0,0.0,,,,,,,,2970.0,0.0,2970.0,0.0
461,mg,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands",CIAT-CORPOICA research station of Carimagua,157.365,71.43743267713364,,,,,,,,157.365,71.43743267713364,157.365,71.43743267713364
462,mg,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands",Disturbed parkland (Southern Africa),405.0,0.0,,,,,,,,405.0,0.0,405.0,0.0
463,mg,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands",Grass savanna (Central Africa) - Ethiopian region,432.0,81.00000000000001,,,,,,,,432.0,81.00000000000001,432.0,81.00000000000001
464,mg,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands",Guinea savanna (W. Africa),972.0000000000001,0.0,,,,,,,,972.0000000000001,0.0,972.0000000000001,0.0
465,mg,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands",Parkland (Southern Africa),216.0,0.0,,,,,,,,216.0,0.0,216.0,0.0
466,mg,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands",S01 – Ivory Coast – Lamto – mean savanna,512.3521272,0.0,,,,,,,,512.3521272,0.0,512.3521272,0.0
467,mg,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands",S06 – Ivory Coast – Lamto – burnt savanna – tussocks,565.5042584,0.0,,,,,,,,565.5042584,0.0,565.5042584,0.0
468,mg,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands",S08 – Ivory Coast – Lamto – slightly wooded savanna,552.0286902,0.0,,,,,,,,552.0286902,0.0,552.0286902,0.0
469,mg,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands",S09 – Ivory Coast – Lamto – wooded savanna,594.2939331,0.0,,,,,,,,594.2939331,0.0,594.2939331,0.0
470,mg,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands",S15 – Zaire – Haut-Shaba – savanna,8700.0,0.0,,,,,,,,8700.0,0.0,8700.0,0.0
471,mg,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands",carimagua research station,1301.4,0.0,,,,,,,,1301.4,0.0,1301.4,0.0
472,mg,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands","savannah / grassland (old world, arid)",259.20000000000005,0.0,,,,,,,,259.20000000000005,0.0,259.20000000000005,0.0
473,mg,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands","savannah / grassland (old world, nonarid)",2862.0,0.0,,,,,,,,2862.0,0.0,2862.0,0.0
474,mg,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands","succulent woods (old world, arid) - Acacia savanna (S.Africa)",264.6,0.0,,,,,,,,264.6,0.0,264.6,0.0
475,mg,Isoptera,"Tropical and Subtropical Grasslands, Savannas and Shrublands","succulent woods (old world, nonarid) - Broadleaved parkland (Southern Africa)",2276.1000000000004,0.0,,,,,,,,2276.1000000000004,0.0,2276.1000000000004,0.0
476,mg,Isoptera,Tundra,"""tundra""",0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0
477,mg,Other,Boreal Forests/Taiga,C45 – USA – Washington – Cedar River – Pseudotsuga,146.20962126,0.0,,,,,,,,146.20962126,0.0,146.20962126,0.0
478,mg,Other,Boreal Forests/Taiga,C46 – USA – Oregon – Andrews Experimental Forest – Pseudotsuga forest,159.2953751,0.0,,,,,,,,159.2953751,0.0,159.2953751,0.0
479,mg,Other,Boreal Forests/Taiga,C48 – Japan – Shiga-Yama – subalpine conifer forest,24.526847526,0.0,,,,,,,,24.526847526,0.0,24.526847526,0.0
480,mg,Other,Boreal Forests/Taiga,Fell Riisitunturi,172.93,0.0,,,,,,,,172.93,0.0,172.93,0.0
481,mg,Other,Boreal Forests/Taiga,"Hornsund, Spitsbergen-plot 1- open ground",0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0
482,mg,Other,Boreal Forests/Taiga,"Hornsund, Spitsbergen-plot 1- under plant associations",19.47,0.0,,,,,,,,19.47,0.0,19.47,0.0
483,mg,Other,Boreal Forests/Taiga,"Hornsund, Spitsbergen-plot 2",22.65,0.0,,,,,,,,22.65,0.0,22.65,0.0
484,mg,Other,Boreal Forests/Taiga,"Hornsund, Spitsbergen-plot 3",15.719999999999999,0.0,,,,,,,,15.719999999999999,0.0,15.719999999999999,0.0
485,mg,Other,Boreal Forests/Taiga,"Hornsund, Spitsbergen-plot 4-  in the moss
and turf layers",701.9699999999999,0.0,,,,,,,,701.9699999999999,0.0,701.9699999999999,0.0
486,mg,Other,Boreal Forests/Taiga,"Ivantjarnsheden, Jadraas, Gastrikland",313.3,0.0,,,,,,,,313.3,0.0,313.3,0.0
487,mg,Other,Boreal Forests/Taiga,Jyvaskyla- Natural Deciduous forest,402.6666666666667,0.0,,,,,,,,402.6666666666667,0.0,402.6666666666667,0.0
488,mg,Other,Boreal Forests/Taiga,Jyvaskyla-Birch after Field,308.66666666666663,0.0,,,,,,,,308.66666666666663,0.0,308.66666666666663,0.0
489,mg,Other,Boreal Forests/Taiga,Jyvaskyla-Birch after Spruce,468.0,0.0,,,,,,,,468.0,0.0,468.0,0.0
490,mg,Other,Boreal Forests/Taiga,Lammi commune-OMT,553.78,0.0,,,,,,,,553.78,0.0,553.78,0.0
491,mg,Other,Boreal Forests/Taiga,harviala-MT,801.9,0.0,,,,,,,,801.9,0.0,801.9,0.0
492,mg,Other,Boreal Forests/Taiga,oulanka-HMT,201.06,0.0,,,,,,,,201.06,0.0,201.06,0.0
493,mg,Other,Crops,Acre State,609.0,166.32197690022807,,,,,,,,609.0,166.32197690022807,609.0,166.32197690022807
494,mg,Other,Crops,Embrapa Amazônia Ocidental,4612.35,1753.9360749468608,,,,,,,,4612.35,1753.9360749468608,4612.35,1753.9360749468608
495,mg,Other,Crops,Rondônia Stat,1644.5,692.6211085434808,,,,,,,,1644.5,692.6211085434808,1644.5,692.6211085434808
496,mg,Other,Crops,Sampadi Forest Reserve,1432.6999999999998,565.1732499862321,,,,,,,,1432.6999999999998,565.1732499862321,1432.6999999999998,565.1732499862321
497,mg,Other,Crops,"Yurimaguas, Loreto, high input cultivation (corn, first crop)",420.0,127.27922061357856,,,,,,,,420.0,127.27922061357856,420.0,127.27922061357856
498,mg,Other,Crops,"Yurimaguas, Loreto, low input cultivation (rice, first crop)",249.0,67.14908785679818,,,,,,,,249.0,67.14908785679818,249.0,67.14908785679818
499,mg,Other,Crops,"Yurimaguas, Loreto, traditional cultivation (first crop of cassava)",183.0,150.00749981250937,,,,,,,,183.0,150.00749981250937,183.0,150.00749981250937
500,mg,Other,Crops,carimagua research station-crops-cassava,810.0,0.0,,,,,,,,810.0,0.0,810.0,0.0
501,mg,Other,Crops,carimagua research station-crops-rice,219.0,0.0,,,,,,,,219.0,0.0,219.0,0.0
502,mg,Other,Pasture,Acre State,990.0,380.72824954289905,,,,,,,,990.0,380.72824954289905,990.0,380.72824954289905
503,mg,Other,Pasture,CIAT-CORPOICA research station of Carimagua,1166.5,651.3190462438513,,,,,,,,1166.5,651.3190462438513,1166.5,651.3190462438513
504,mg,Other,Pasture,EMBRAPA’s Western Amazonian Experimental Station ,406.0,273.4062910761199,,,,,,,,406.0,273.4062910761199,406.0,273.4062910761199
505,mg,Other,Pasture,Embrapa Amazônia Ocidental,2049.3,640.6668576569261,,,,,,,,2049.3,640.6668576569261,2049.3,640.6668576569261
506,mg,Other,Pasture,G50 – USA – Pawnee Colorado – short grass prairie – lightly grazed,7.648192396,0.0,,,,,,,,7.648192396,0.0,7.648192396,0.0
507,mg,Other,Pasture,G51 – USA – Pawnee Colorado – short grass prairie – moderately grazed,1.913677751,0.0,,,,,,,,1.913677751,0.0,1.913677751,0.0
508,mg,Other,Pasture,G52 – USA – Pawnee Colorado – short grass prairie – heavily grazed,3.933764956,0.0,,,,,,,,3.933764956,0.0,3.933764956,0.0
509,mg,Other,Pasture,"New England Tablelands, Armidale, New South Wales, 10 sheep per Hectare",698.1266666666667,87.09874957643065,,,,,,,,698.1266666666667,87.09874957643065,698.1266666666667,87.09874957643065
510,mg,Other,Pasture,"New England Tablelands, Armidale, New South Wales, 20 sheep per Hectare",761.2133333333333,87.09874957643065,,,,,,,,761.2133333333333,87.09874957643065,761.2133333333333,87.09874957643065
511,mg,Other,Pasture,"New England Tablelands, Armidale, New South Wales, 30 sheep per Hectare",181.33333333333334,87.09109509269271,,,,,,,,181.33333333333334,87.09109509269271,181.33333333333334,87.09109509269271
512,mg,Other,Pasture,Rondônia Stat,523.5,222.37468381090505,,,,,,,,523.5,222.37468381090505,523.5,222.37468381090505
513,mg,Other,Pasture,"Yurimaguas, Loreto, centrosema pubescens benth. (leguminosae) Pasture",1341.0,452.8410317098043,,,,,,,,1341.0,452.8410317098043,1341.0,452.8410317098043
514,mg,Other,Pasture,"Yurimaguas, Loreto, improved Pasture with Brachiaria humidicola (Rendle) schwiek + desmodium ovalifolium Guill and Perr. (leguminosae)",186.0,150.02999700059985,,,,,,,,186.0,150.02999700059985,186.0,150.02999700059985
515,mg,Other,Pasture,"Yurimaguas, Loreto, traditional 10-year Pastures, ""dry""",531.0,256.33766793040775,,,,,,,,531.0,256.33766793040775,531.0,256.33766793040775
516,mg,Other,Pasture,"Yurimaguas, Loreto, traditional 10-year Pastures, ""humid""",147.0,50.0199960015992,,,,,,,,147.0,50.0199960015992,147.0,50.0199960015992
517,mg,Other,Pasture,carimagua research station-Pastures- B. dec.+kudzu,1332.0,0.0,,,,,,,,1332.0,0.0,1332.0,0.0
518,mg,Other,Temperate Forests,Andersby ingsbackar,806.2,1.3313526955694348,,,,,,,,806.2,1.3313526955694348,806.2,1.3313526955694348
519,mg,Other,Temperate Forests,Coweeta Hydrologic Laboratory,3097.6,0.0,,,,,,,,3097.6,0.0,3097.6,0.0
520,mg,Other,Temperate Forests,Coweeta Hydrologic Laboratory - mature mixed oak,200.0,0.0,,,,,,,,200.0,0.0,200.0,0.0
521,mg,Other,Temperate Forests,Coweeta Hydrologic Laboratory - plantation white pine,3410.0,0.0,,,,,,,,3410.0,0.0,3410.0,0.0
522,mg,Other,Temperate Forests,Danish beech forest,647.7,0.0,,,,,,,,647.7,0.0,647.7,0.0
523,mg,Other,Temperate Forests,Danish oak forest,1831.8,0.0,,,,,,,,1831.8,0.0,1831.8,0.0
524,mg,Other,Temperate Forests,Danish spruce forest,405.9,0.0,,,,,,,,405.9,0.0,405.9,0.0
525,mg,Other,Temperate Forests,De Hooge veluwe,840.0,0.0,,,,,,,,840.0,0.0,840.0,0.0
526,mg,Other,Temperate Forests,Geels skov- fagus / anemone / asperula - mull,4340.0,0.0,,,,,,,,4340.0,0.0,4340.0,0.0
527,mg,Other,Temperate Forests,Geels skov- fagus / melica / asperula - mull,1510.0,0.0,,,,,,,,1510.0,0.0,1510.0,0.0
528,mg,Other,Temperate Forests,Gottinger Wald,471.0,0.0,,,,,,,,471.0,0.0,471.0,0.0
529,mg,Other,Temperate Forests,Grib skov - fagus / oxalis - moder,1380.0,0.0,,,,,,,,1380.0,0.0,1380.0,0.0
530,mg,Other,Temperate Forests,H12 – Denmark – Hestehaven – beech forest,23.194983530000002,0.0,,,,,,,,23.194983530000002,0.0,23.194983530000002,0.0
531,mg,Other,Temperate Forests,H19 – Germany – Solling – beech forest,323.6375113,0.0,,,,,,,,323.6375113,0.0,323.6375113,0.0
