,units type_x,aggregated taxon,aggregated biome,site,mass density,mass_std,units type_y,population density,pop_std,eff_mass_B,eff_mass_std_B,eff_mass_G,eff_mass_std_G,mass_B,mass_B_std,mass_G,mass_G_std
532,mg,Other,Temperate Forests,H22 – Germany – Gorlitz – Fraxino-Ulmetum,215.02472841,0.0,,,,,,,,215.02472841,0.0,215.02472841,0.0
533,mg,Other,Temperate Forests,H59 – USA – Tennessee – Oak Ridge – Liriodendron forest,79.61741671,0.0,,,,,,,,79.61741671,0.0,79.61741671,0.0
534,mg,Other,Temperate Forests,Japanese beech forest,372.1,0.0,,,,,,,,372.1,0.0,372.1,0.0
535,mg,Other,Temperate Forests,Kiesdorfer wald - fraxinus / quercus / prunus - mull,370.0,0.0,,,,,,,,370.0,0.0,370.0,0.0
536,mg,Other,Temperate Forests,Meathop wood - quercus / fraxinus / corylus - mull,1260.0,0.0,,,,,,,,1260.0,0.0,1260.0,0.0
537,mg,Other,Temperate Forests,"Oak Ridge, Tennesse",372.15,0.0,,,,,,,,372.15,0.0,372.15,0.0
538,mg,Other,Temperate Forests,Solling (B 1) - fagus / luzula - moder,2280.0,0.0,,,,,,,,2280.0,0.0,2280.0,0.0
539,mg,Other,Temperate Forests,"Solling mountains, Dassel - 120 years stand - beech forest",1296.2775,0.0,,,,,,,,1296.2775,0.0,1296.2775,0.0
540,mg,Other,Temperate Forests,"Solling mountains, Dassel - 120 years stand - mixed forest",611.3698,0.0,,,,,,,,611.3698,0.0,611.3698,0.0
541,mg,Other,Temperate Forests,"Solling mountains, Dassel - 120 years stand - spruce forest",530.7629999999999,0.0,,,,,,,,530.7629999999999,0.0,530.7629999999999,0.0
542,mg,Other,Temperate Forests,"Solling mountains, Dassel - 30 years stand - beech forest",359.496,0.0,,,,,,,,359.496,0.0,359.496,0.0
543,mg,Other,Temperate Forests,"Solling mountains, Dassel - 30 years stand - mixed forest",561.927,0.0,,,,,,,,561.927,0.0,561.927,0.0
544,mg,Other,Temperate Forests,"Solling mountains, Dassel - 30 years stand - spruce forest",440.587,0.0,,,,,,,,440.587,0.0,440.587,0.0
545,mg,Other,Temperate Forests,Stampeskoven - quercus / mercurialis - mull,3360.0,0.0,,,,,,,,3360.0,0.0,3360.0,0.0
546,mg,Other,Temperate Forests,"Yanagisawa Pass, Enzan city",1052.625,0.0,,,,,,,,1052.625,0.0,1052.625,0.0
547,mg,Other,Temperate Forests,mesic deciduous forest,2081.67,0.0,,,,,,,,2081.67,0.0,2081.67,0.0
548,mg,Other,Temperate Forests,temperate coniferous forest,430.0,0.0,,,,,,,,430.0,0.0,430.0,0.0
549,mg,Other,Temperate Forests,temperate coniferous forest (mor),840.0,0.0,,,,,,,,840.0,0.0,840.0,0.0
550,mg,Other,Temperate Forests,temperate coniferous forest (mull),840.0,0.0,,,,,,,,840.0,0.0,840.0,0.0
551,mg,Other,"Temperate Grasslands, Savannas and Shrublands","""temperate"" grassland",1140.0,0.0,,,,,,,,1140.0,0.0,1140.0,0.0
552,mg,Other,"Temperate Grasslands, Savannas and Shrublands",Colstrip montana,304.0,249.0,,,,,,,,304.0,249.0,304.0,249.0
553,mg,Other,"Temperate Grasslands, Savannas and Shrublands",G29 – USSR – Strelyetzkaya – forest glade,244.4879486,0.0,,,,,,,,244.4879486,0.0,244.4879486,0.0
554,mg,Other,"Temperate Grasslands, Savannas and Shrublands",G30 – USSR – Strelyetzkaya – bottom of ravine in steppe,380.1284223,0.0,,,,,,,,380.1284223,0.0,380.1284223,0.0
555,mg,Other,"Temperate Grasslands, Savannas and Shrublands",G31 – USSR – Strelyetzkaya – uncut meadow steppe,975.9174127,0.0,,,,,,,,975.9174127,0.0,975.9174127,0.0
556,mg,Other,"Temperate Grasslands, Savannas and Shrublands",G32 – USSR – Strelyetzkaya – moved meadow steppe,150.2183467,0.0,,,,,,,,150.2183467,0.0,150.2183467,0.0
557,mg,Other,"Temperate Grasslands, Savannas and Shrublands",G36 – Canada – Saskatchewan – Matador – mixed prairie,36.982574116,0.0,,,,,,,,36.982574116,0.0,36.982574116,0.0
558,mg,Other,"Temperate Grasslands, Savannas and Shrublands",G49 – USA – Pawnee Colorado – short grass prairie – ungrazed,0.478324693,0.0,,,,,,,,0.478324693,0.0,0.478324693,0.0
559,mg,Other,"Temperate Grasslands, Savannas and Shrublands",G55 – Japan – Kawatabi – Miscanthus grassland,80.01463068999999,0.0,,,,,,,,80.01463068999999,0.0,80.01463068999999,0.0
560,mg,Other,"Temperate Grasslands, Savannas and Shrublands",Pawnee National Grassland,1810.8137092564298,0.0,,,,,,,,1810.8137092564298,0.0,1810.8137092564298,0.0
561,mg,Other,"Temperate Grasslands, Savannas and Shrublands",Spikbole farm,3542.0,442.74145954495833,,,,,,,,3542.0,442.74145954495833,3542.0,442.74145954495833
562,mg,Other,Tropical and Subtropical Forests,Acre State,777.0,307.77426793024785,,,,,,,,777.0,307.77426793024785,777.0,307.77426793024785
563,mg,Other,Tropical and Subtropical Forests,Bi Dup-Nui Ba Nature Reserve - Mountain pine forest,2160.0,631.5765986798434,,,,,,,,2160.0,631.5765986798434,2160.0,631.5765986798434
564,mg,Other,Tropical and Subtropical Forests,Cat Tien National Park - Lagerstroemia forest,2778.0,485.119572888994,,,,,,,,2778.0,485.119572888994,2778.0,485.119572888994
565,mg,Other,Tropical and Subtropical Forests,Cat Tien National Park - Riparian dipterocarp forest,1314.0,230.141260968128,,,,,,,,1314.0,230.141260968128,1314.0,230.141260968128
566,mg,Other,Tropical and Subtropical Forests,E16 – Zaire – Haut-Shaba – dry dense evergreen forest,30.863444169999998,0.0,,,,,,,,30.863444169999998,0.0,30.863444169999998,0.0
567,mg,Other,Tropical and Subtropical Forests,"E17 – Zaire – Haut-Shaba – miombo, open forest",57.89464598,0.0,,,,,,,,57.89464598,0.0,57.89464598,0.0
568,mg,Other,Tropical and Subtropical Forests,E18 – Zaire – Haut-Shaba – river forest,174.166501544,0.0,,,,,,,,174.166501544,0.0,174.166501544,0.0
569,mg,Other,Tropical and Subtropical Forests,E19 – Brazil – Amazonia – inundation forest – black water,37.153790233,0.0,,,,,,,,37.153790233,0.0,37.153790233,0.0
570,mg,Other,Tropical and Subtropical Forests,E20 – Brazil – Amazonia – inundation forest – mixed water,15.023391513,0.0,,,,,,,,15.023391513,0.0,15.023391513,0.0
571,mg,Other,Tropical and Subtropical Forests,E21 – Brazil – Amazonia – inundation forest – white water,29.50183997,0.0,,,,,,,,29.50183997,0.0,29.50183997,0.0
572,mg,Other,Tropical and Subtropical Forests,EMBRAPA’s Western Amazonian Experimental Station ,333.0,139.20129309744217,,,,,,,,333.0,139.20129309744217,333.0,139.20129309744217
573,mg,Other,Tropical and Subtropical Forests,Pasoh forest,617.732,96.54104917598522,,,,,,,,617.732,96.54104917598522,617.732,96.54104917598522
574,mg,Other,Tropical and Subtropical Forests,Rondônia State,1110.0,351.4484314945793,,,,,,,,1110.0,351.4484314945793,1110.0,351.4484314945793
575,mg,Other,Tropical and Subtropical Forests,Semengoh Wildlife Rehabilitation Center,960.3399999999999,1096.3023807326153,,,,,,,,960.3399999999999,1096.3023807326153,960.3399999999999,1096.3023807326153
576,mg,Other,Tropical and Subtropical Forests,Tropical Forests,30.0,0.0,,,,,,,,30.0,0.0,30.0,0.0
577,mg,Other,Tropical and Subtropical Forests,"Yurimaguas, Loreto, 15-year old secondary forest",1410.0,544.1507144165116,,,,,,,,1410.0,544.1507144165116,1410.0,544.1507144165116
578,mg,Other,Tropical and Subtropical Forests,"Yurimaguas, Loreto, Primary forest",3270.0,1371.4955340794952,,,,,,,,3270.0,1371.4955340794952,3270.0,1371.4955340794952
579,mg,Other,Tropical and Subtropical Forests,"Yurimaguas, Loreto, pijuayo palm-trees (bactris gasipaes Runth.) with a kudzu cover",120.0,36.98648401781386,,,,,,,,120.0,36.98648401781386,120.0,36.98648401781386
580,mg,Other,Tropical and Subtropical Forests,"Yurimaguas, Loreto, six month ""kudzu"" (pueraria phaseoloides Benth.) fallow after high input croppping",291.0,77.76888838089432,,,,,,,,291.0,77.76888838089432,291.0,77.76888838089432
581,mg,Other,"Tropical and Subtropical Grasslands, Savannas and Shrublands","""tropical"" grassland",30.0,0.0,,,,,,,,30.0,0.0,30.0,0.0
582,mg,Other,"Tropical and Subtropical Grasslands, Savannas and Shrublands",CIAT-CORPOICA research station of Carimagua,177.1,132.87598541497258,,,,,,,,177.1,132.87598541497258,177.1,132.87598541497258
583,mg,Other,"Tropical and Subtropical Grasslands, Savannas and Shrublands",S15 – Zaire – Haut-Shaba – savanna,54.901931604000005,0.0,,,,,,,,54.901931604000005,0.0,54.901931604000005,0.0
584,mg,Other,"Tropical and Subtropical Grasslands, Savannas and Shrublands",S16 – S. Africa – Potchefstroom – thorn tree biotope,7.469336424,0.0,,,,,,,,7.469336424,0.0,7.469336424,0.0
585,mg,Other,"Tropical and Subtropical Grasslands, Savannas and Shrublands",carimagua research station,732.0,0.0,,,,,,,,732.0,0.0,732.0,0.0
586,mg,Other,Tundra,"""tundra""",520.0,0.0,,,,,,,,520.0,0.0,520.0,0.0
587,mg,Other,Tundra,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Cushion",37.86,0.0,,,,,,,,37.86,0.0,37.86,0.0
588,mg,Other,Tundra,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Deschampsia",17.205000000000002,0.0,,,,,,,,17.205000000000002,0.0,17.205000000000002,0.0
589,mg,Other,Tundra,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Kobresia",41.05,0.0,,,,,,,,41.05,0.0,41.05,0.0
590,mg,Other,Tundra,"Niwot Ridge, the Indian Peaks section of the Rocky Mountains, Willow",20.689999999999998,0.0,,,,,,,,20.689999999999998,0.0,20.689999999999998,0.0
591,mg,Other,Tundra,"T05 – N. Canada, Devon Isl./ raised beach/crest",3.819674347,0.0,,,,,,,,3.819674347,0.0,3.819674347,0.0
592,mg,Other,Tundra,"T06 - Truelove site, N. Canada, Devon Isl./ meadow",0.963150657,0.0,,,,,,,,0.963150657,0.0,0.963150657,0.0
593,mg,Other,Tundra,T12 – Taimyr – Eriphorum-grass association,108.5830689,0.0,,,,,,,,108.5830689,0.0,108.5830689,0.0
594,mg,Other,Tundra,T13 – Taimyr – Eriphorum-Dryas stands,30.47893463,0.0,,,,,,,,30.47893463,0.0,30.47893463,0.0
595,mg,Other,Tundra,T42 – England – Moor House – blanket bog – Calluna,16.1503488,0.0,,,,,,,,16.1503488,0.0,16.1503488,0.0
596,mg,Other,Tundra,T43 – England – Moor House – Juncus moor,36.99169626,0.0,,,,,,,,36.99169626,0.0,36.99169626,0.0
597,mg,Other,Tundra,T44 – England – Moor House – alluvial grassland,45.55387174,0.0,,,,,,,,45.55387174,0.0,45.55387174,0.0
598,mg,Other,Tundra,T45 – England – Moor House – limestone grassland,2.834016263,0.0,,,,,,,,2.834016263,0.0,2.834016263,0.0
599,mg,Other,Tundra,T60 – Austria – Obergurgl – manured alpine meadow,18.329630887,0.0,,,,,,,,18.329630887,0.0,18.329630887,0.0
600,,Acari,Crops,"2 willow plantations,  central New York",,,individuals,21028.0,3071.7760335024427,108.25228566111078,15.813523714364667,108.25228566111078,15.813523714364667,108.25228566111078,15.813523714364667,108.25228566111078,15.813523714364667
601,,Acari,Crops,"3 corn fields, central New York",,,individuals,4288.0,597.9297617613628,22.074652887333222,3.078146441671626,22.074652887333222,3.078146441671626,22.074652887333222,3.078146441671626,22.074652887333222,3.078146441671626
602,,Acari,Crops,"3 herbaceous old fields, central New York",,,individuals,17116.0,1840.7824423326076,88.11328330680864,9.476360414083441,88.11328330680864,9.476360414083441,88.11328330680864,9.476360414083441,88.11328330680864,9.476360414083441
603,,Acari,Crops,"Farm of the Obafemi Awolowo University, Ile-Ife, Oyo Stat - crop",,,individuals,60861.166666666664,0.0,313.3136960085825,0.0,313.3136960085825,0.0,313.3136960085825,0.0,313.3136960085825,0.0
604,,Acari,Crops,"Irrigated olive farm , Egyptian western desert ",,,individuals,14674.626860800001,0.0,75.54507793920159,0.0,75.54507793920159,0.0,75.54507793920159,0.0,75.54507793920159,0.0
605,,Acari,Crops,"Rain-fed olive farm, Egyptian western desert ",,,individuals,5838.8059706,0.0,30.058212471428114,0.0,30.058212471428114,0.0,30.058212471428114,0.0,30.058212471428114,0.0
606,,Acari,Crops,"Vineyard, Egyptian western desert ",,,individuals,6605.9701498,0.0,34.0075788341697,0.0,34.0075788341697,0.0,34.0075788341697,0.0,34.0075788341697,0.0
607,,Acari,Deserts and Xeric Shrublands, Northwest  Biological  Research  Center (with crust),,,individuals,194.84,0.0,1.0030376325951504,0.0,1.0030376325951504,0.0,1.0030376325951504,0.0,1.0030376325951504,0.0
608,,Acari,Deserts and Xeric Shrublands, Northwest  Biological  Research  Center (without crust),,,individuals,122.55499999999999,0.0,0.6309139656266611,0.0,0.6309139656266611,0.0,0.6309139656266611,0.0,0.6309139656266611,0.0
609,,Acari,Deserts and Xeric Shrublands,Jornada Validation Site,,,individuals,980.375,0.0,5.046977104575398,0.0,5.046977104575398,0.0,5.046977104575398,0.0,5.046977104575398,0.0
610,,Acari,Deserts and Xeric Shrublands,Joshua Tree National Monument,,,individuals,1420.0,0.0,7.310169566234416,0.0,7.310169566234416,0.0,7.310169566234416,0.0,7.310169566234416,0.0
611,,Acari,Deserts and Xeric Shrublands,Joshua Tree National Monument - juniper site,,,individuals,1410.0,180.0,7.258689498866568,0.926641212621264,7.258689498866568,0.926641212621264,7.258689498866568,0.926641212621264,7.258689498866568,0.926641212621264
612,,Acari,Deserts and Xeric Shrublands,The Mariut region,,,individuals,0.01173913043478261,0.0,6.043312256225635e-05,0.0,6.043312256225635e-05,0.0,6.043312256225635e-05,0.0,6.043312256225635e-05,0.0
613,,Acari,"Mediterranean Forests, Woodlands and Scrub",Anabasis formation in Omayed,,,individuals,0.11,0.0,0.000566280741046328,0.0,0.000566280741046328,0.0,0.000566280741046328,0.0,0.000566280741046328,0.0
614,,Acari,"Mediterranean Forests, Woodlands and Scrub",Eucalyptus marginata forest in S.W.,,,individuals,128.5,0.0,0.6615188656768468,0.0,0.6615188656768468,0.0,0.6615188656768468,0.0,0.6615188656768468,0.0
615,,Acari,"Mediterranean Forests, Woodlands and Scrub",Le Rouquet,,,individuals,8775.0,0.0,45.17375911528662,0.0,45.17375911528662,0.0,45.17375911528662,0.0,45.17375911528662,0.0
616,,Acari,"Mediterranean Forests, Woodlands and Scrub",Mediterranean sclerophyllous forest,,,individuals,104490.0,0.0,537.9152239266438,0.0,537.9152239266438,0.0,537.9152239266438,0.0,537.9152239266438,0.0
617,,Acari,"Mediterranean Forests, Woodlands and Scrub",Montseny,,,individuals,15496.0,0.0,79.77351239321726,0.0,79.77351239321726,0.0,79.77351239321726,0.0,79.77351239321726,0.0
618,,Acari,"Mediterranean Forests, Woodlands and Scrub","P. halepensis forest in N. Euboea,",,,individuals,5326.8,0.0,27.422402285505274,0.0,27.422402285505274,0.0,27.422402285505274,0.0,27.422402285505274,0.0
619,,Acari,"Mediterranean Forests, Woodlands and Scrub",P. halepensis forest in Skopelos is,,,individuals,4966.4,0.0,25.567060657568028,0.0,25.567060657568028,0.0,25.567060657568028,0.0,25.567060657568028,0.0
620,,Acari,"Mediterranean Forests, Woodlands and Scrub",Prades,,,individuals,24913.0,0.0,128.25229183351973,0.0,128.25229183351973,0.0,128.25229183351973,0.0,128.25229183351973,0.0
621,,Acari,"Mediterranean Forests, Woodlands and Scrub",Quercus cocci/era formation in Ikaria is,,,individuals,114.5,0.0,0.5894467713618596,0.0,0.5894467713618596,0.0,0.5894467713618596,0.0,0.5894467713618596,0.0
622,,Acari,"Mediterranean Forests, Woodlands and Scrub",Sainte-Baume,,,individuals,17063.0,0.0,87.84043894975905,0.0,87.84043894975905,0.0,87.84043894975905,0.0,87.84043894975905,0.0
623,,Acari,"Mediterranean Forests, Woodlands and Scrub",Thymelaea formation in Gharbaniat,,,individuals,0.12,0.0,0.000617760808414176,0.0,0.000617760808414176,0.0,0.000617760808414176,0.0,0.000617760808414176,0.0
624,,Acari,"Mediterranean Forests, Woodlands and Scrub",Thymelaea formation in Omayed,,,individuals,0.24,0.0,0.001235521616828352,0.0,0.001235521616828352,0.0,0.001235521616828352,0.0,0.001235521616828352,0.0
625,,Acari,Pasture,"3 shrubby old fields, central New York",,,individuals,2564.0,292.0,13.199489273116226,1.5032179671411616,13.199489273116226,1.5032179671411616,13.199489273116226,1.5032179671411616,13.199489273116226,1.5032179671411616
626,,Acari,Pasture,"3 shrubby old fieldss, central New York",,,individuals,10140.0,1780.0,52.20078831099787,9.163451991476943,52.20078831099787,9.163451991476943,52.20078831099787,9.163451991476943,52.20078831099787,9.163451991476943
627,,Acari,Pasture,"Artiya Kalla village, in Bhopalgarh tehsil of Jodhpur",,,individuals,15.206703910449999,1.6698210944791707,0.07828421417528836,0.008596250243604138,0.07828421417528836,0.008596250243604138,0.07828421417528836,0.008596250243604138,0.07828421417528836,0.008596250243604138
628,,Acari,Pasture,"Artiya Kalla village, in Bhopalgarh tehsil of Jodhpur - Control (pure grass blocks)",,,individuals,0.7541899439166667,8.902160576133587,0.0038825749120983506,0.045828382617875765,0.0038825749120983506,0.045828382617875765,0.0038825749120983506,0.045828382617875765,0.0038825749120983506,0.045828382617875765
629,,Acari,Pasture,"New England Tablelands, Armidale, New South Wales, 10 sheep per Hectare",,,individuals,20572.5,3174.5,105.90736859250529,16.342347385923347,105.90736859250529,16.342347385923347,105.90736859250529,16.342347385923347,105.90736859250529,16.342347385923347
630,,Acari,Pasture,"New England Tablelands, Armidale, New South Wales, 20 sheep per Hectare",,,individuals,15736.5,3971.5,81.011608013414,20.445308755140832,81.011608013414,20.445308755140832,81.011608013414,20.445308755140832,81.011608013414,20.445308755140832
631,,Acari,Pasture,"New England Tablelands, Armidale, New South Wales, 30 sheep per Hectare",,,individuals,3403.0,1490.0,17.518666925278673,7.6705300378093515,17.518666925278673,7.6705300378093515,17.518666925278673,7.6705300378093515,17.518666925278673,7.6705300378093515
632,,Acari,Pasture,Potchefstroom,,,individuals,289.84714285714284,0.0,1.4921350440663976,0.0,1.4921350440663976,0.0,1.4921350440663976,0.0,1.4921350440663976,0.0
633,,Acari,Temperate Forests," spruce forest, Southeastern Italian Alps.",,,individuals,440645.9,37189.63592985282,4400.063904119746,371.35662594909013,2268.448061736601,191.45249630545635,4400.063904119746,371.35662594909013,2268.448061736601,191.45249630545635
634,,Acari,Temperate Forests,"3  hardwood forests, central New York",,,individuals,39252.0,2817.150333226823,391.95033555176224,28.130618017120455,202.06956043227697,14.50270889398723,391.95033555176224,28.130618017120455,202.06956043227697,14.50270889398723
635,,Acari,Temperate Forests,"The Coweeta Hydrologic Laboratory, North Carolina",,,individuals,100766.66666666667,0.0,1006.2042395911693,0.0,518.7474788433484,0.0,1006.2042395911693,0.0,518.7474788433484,0.0
636,,Acari,Temperate Forests,"Yanagisawa Pass, Enzan city Tullgren",,,individuals,43128.5,0.0,430.65907589025215,0.0,222.02580854742325,0.0,430.65907589025215,0.0,222.02580854742325,0.0
637,,Acari,Temperate Forests,west slope of Shergyla Mountain in the Shergyla Mountains in southeastern Tibet,,,individuals,140800.0,21116.595369519204,1405.9565689821698,210.8594884539346,724.8393485392999,108.70837522024357,1405.9565689821698,210.8594884539346,724.8393485392999,108.70837522024357
638,,Acari,"Temperate Grasslands, Savannas and Shrublands",west slope of Shergyla Mountain in the Shergyla Mountains in southeastern Tibet,,,individuals,56600.0,7445.965350443151,101.06358744064401,13.295335163860724,291.37718130201966,38.331879785947535,101.06358744064401,13.295335163860724,291.37718130201966,38.331879785947535
639,,Acari,Tropical and Subtropical Forests,"Farm of the Obafemi Awolowo University, Ile-Ife, Oyo Stat - forest",,,individuals,80472.08333333333,0.0,142.03595902149598,0.0,414.2708271231078,0.0,142.03595902149598,0.0,414.2708271231078,0.0
640,,Acari,Tropical and Subtropical Forests,The Chamela Biological Station,,,individuals,14196.0,0.0,25.056421938487865,0.0,73.08110363539701,0.0,25.056421938487865,0.0,73.08110363539701,0.0
641,,Acari,Tropical and Subtropical Forests,central Amazonian rain fores,,,individuals,72700.0,0.0,128.31796808453564,0.0,374.26008976425493,0.0,128.31796808453564,0.0,374.26008976425493,0.0
642,,Acari,Tropical and Subtropical Forests,"dry evergreen forest at the Sakaerat Environmental Research Station, ",,,individuals,33918.0,4868.0,59.86642147855956,8.592185263212098,174.61009249826685,25.060496794668406,59.86642147855956,8.592185263212098,174.61009249826685,25.060496794668406
643,,Acari,Tundra,Gluudnset,,,individuals,5117.0,1094.0,25.57164277068637,5.467144262484051,26.342350472127823,5.631919370042571,25.57164277068637,5.467144262484051,26.342350472127823,5.631919370042571
644,,Acari,Tundra,Kiaerstranda,,,individuals,22090.0,1667.0,110.3923370733754,8.330648524278713,113.71946881557623,8.581727230220261,110.3923370733754,8.330648524278713,113.71946881557623,8.581727230220261
645,,Acari,Tundra,Knudsenheia,,,individuals,126455.5,13977.67285709606,631.9474051961168,69.85187748039468,650.9937659034903,71.95715403290455,631.9474051961168,69.85187748039468,650.9937659034903,71.95715403290455
646,,Collembola,Crops,"Farm of the Obafemi Awolowo University, Ile-Ife, Oyo Stat - crop",,,individuals,3035.5,0.0,17.240200398049904,0.0,17.240200398049904,0.0,17.240200398049904,0.0,17.240200398049904,0.0
647,,Collembola,Crops,"Irrigated olive farm , Egyptian western desert ",,,individuals,8514.925372669999,0.0,48.36073786831512,0.0,48.36073786831512,0.0,48.36073786831512,0.0,48.36073786831512,0.0
648,,Collembola,Crops,"Rain-fed olive farm, Egyptian western desert ",,,individuals,2097.0149253,0.0,11.910050255270516,0.0,11.910050255270516,0.0,11.910050255270516,0.0,11.910050255270516,0.0
649,,Collembola,Crops,"Vineyard, Egyptian western desert ",,,individuals,3970.1492541000002,0.0,22.548564898979528,0.0,22.548564898979528,0.0,22.548564898979528,0.0,22.548564898979528,0.0
650,,Collembola,Deserts and Xeric Shrublands, Northwest  Biological  Research  Center (with crust),,,individuals,2.08,0.0,0.011813413548984944,0.0,0.011813413548984944,0.0,0.011813413548984944,0.0,0.011813413548984944,0.0
651,,Collembola,Deserts and Xeric Shrublands, Northwest  Biological  Research  Center (without crust),,,individuals,1.22,0.0,0.006929021408539246,0.0,0.006929021408539246,0.0,0.006929021408539246,0.0,0.006929021408539246,0.0
652,,Collembola,Deserts and Xeric Shrublands,Jornada Validation Site,,,individuals,783.0,124.45079348883236,4.4470686581034675,0.7068214855687017,4.4470686581034675,0.7068214855687017,4.4470686581034675,0.7068214855687017,4.4470686581034675,0.7068214855687017
653,,Collembola,Deserts and Xeric Shrublands,Joshua Tree National Monument,,,individuals,110.0,0.0,0.6247478319174731,0.0,0.6247478319174731,0.0,0.6247478319174731,0.0,0.6247478319174731,0.0
654,,Collembola,Deserts and Xeric Shrublands,Joshua Tree National Monument - juniper site,,,individuals,115.0,40.0,0.6531454606409945,0.227181029788172,0.6531454606409945,0.227181029788172,0.6531454606409945,0.227181029788172,0.6531454606409945,0.227181029788172
655,,Collembola,"Mediterranean Forests, Woodlands and Scrub",Eucalyptus marginata forest in S.W.,,,individuals,840.0,0.0,4.770801625551612,0.0,4.770801625551612,0.0,4.770801625551612,0.0,4.770801625551612,0.0
656,,Collembola,"Mediterranean Forests, Woodlands and Scrub",Le Rouquet,,,individuals,7460.0,0.0,42.36926205549408,0.0,42.36926205549408,0.0,42.36926205549408,0.0,42.36926205549408,0.0
657,,Collembola,"Mediterranean Forests, Woodlands and Scrub",Mediterranean sclerophyllous forest,,,individuals,19000.0,0.0,107.9109891493817,0.0,107.9109891493817,0.0,107.9109891493817,0.0,107.9109891493817,0.0
658,,Collembola,"Mediterranean Forests, Woodlands and Scrub",Montseny,,,individuals,7529.0,0.0,42.76114933187868,0.0,42.76114933187868,0.0,42.76114933187868,0.0,42.76114933187868,0.0
659,,Collembola,"Mediterranean Forests, Woodlands and Scrub","P. halepensis forest in N. Euboea,",,,individuals,4530.4,0.0,25.73052343380836,0.0,25.73052343380836,0.0,25.73052343380836,0.0,25.73052343380836,0.0
660,,Collembola,"Mediterranean Forests, Woodlands and Scrub",P. halepensis forest in Skopelos is,,,individuals,1208.3,0.0,6.862570957326206,0.0,6.862570957326206,0.0,6.862570957326206,0.0,6.862570957326206,0.0
661,,Collembola,"Mediterranean Forests, Woodlands and Scrub",Prades,,,individuals,13939.0,0.0,79.16690935543325,0.0,79.16690935543325,0.0,79.16690935543325,0.0,79.16690935543325,0.0
662,,Collembola,"Mediterranean Forests, Woodlands and Scrub",Sainte-Baume,,,individuals,6413.0,0.0,36.42279860078868,0.0,36.42279860078868,0.0,36.42279860078868,0.0,36.42279860078868,0.0
663,,Collembola,Pasture,"Artiya Kalla village, in Bhopalgarh tehsil of Jodhpur",,,individuals,3.4093137254999997,0.3704684766977776,0.01936328507575098,0.002104085251006413,0.01936328507575098,0.002104085251006413,0.01936328507575098,0.002104085251006413,0.01936328507575098,0.002104085251006413
664,,Collembola,Pasture,"Artiya Kalla village, in Bhopalgarh tehsil of Jodhpur - Control (pure grass blocks)",,,individuals,0.44526143783333333,0.17503501057351523,0.00252887379929847,0.0009941158487768692,0.00252887379929847,0.0009941158487768692,0.00252887379929847,0.0009941158487768692,0.00252887379929847,0.0009941158487768692
665,,Collembola,Pasture,"New England Tablelands, Armidale, New South Wales, 10 sheep per Hectare",,,individuals,24466.5,3306.5,138.95811663280776,18.77935187486477,138.95811663280776,18.77935187486477,138.95811663280776,18.77935187486477,138.95811663280776,18.77935187486477
666,,Collembola,Pasture,"New England Tablelands, Armidale, New South Wales, 20 sheep per Hectare",,,individuals,9834.5,3064.5,55.85529593629444,17.404906644646328,55.85529593629444,17.404906644646328,55.85529593629444,17.404906644646328,55.85529593629444,17.404906644646328
667,,Collembola,Pasture,"New England Tablelands, Armidale, New South Wales, 30 sheep per Hectare",,,individuals,1488.5,150.5,8.45397407099235,0.8547686245779972,8.45397407099235,0.8547686245779972,8.45397407099235,0.8547686245779972,8.45397407099235,0.8547686245779972
668,,Collembola,Pasture,Potchefstroom,,,individuals,26.650000000000002,0.0,0.1513593610963696,0.0,0.1513593610963696,0.0,0.1513593610963696,0.0,0.1513593610963696,0.0
669,,Collembola,Temperate Forests," spruce forest, Southeastern Italian Alps.",,,individuals,45921.05,10724.971754741362,458.5048195161186,107.0849041719028,260.80978569885343,60.91275319228002,458.5048195161186,107.0849041719028,260.80978569885343,60.91275319228002
670,,Collembola,Temperate Forests,"The Coweeta Hydrologic Laboratory, North Carolina",,,individuals,10200.0,0.0,101.84325399929682,0.0,57.931162595983864,0.0,101.84325399929682,0.0,57.931162595983864,0.0
671,,Collembola,Temperate Forests,"Yanagisawa Pass, Enzan city",,,individuals,115.7,0.0,1.1552220085998668,0.0,0.6571211286622876,0.0,1.1552220085998668,0.0,0.6571211286622876,0.0
672,,Collembola,Temperate Forests,"Yanagisawa Pass, Enzan city Tullgren",,,individuals,44391.0,0.0,443.22783218458676,0.0,252.1198273331686,0.0,443.22783218458676,0.0,252.1198273331686,0.0
673,,Collembola,Temperate Forests,west slope of Shergyla Mountain in the Shergyla Mountains in southeastern Tibet,,,individuals,54600.0,10414.701147896658,545.1609478785888,103.98696611098111,310.1021056608548,59.1505632928805,545.1609478785888,103.98696611098111,310.1021056608548,59.1505632928805
674,,Collembola,"Temperate Grasslands, Savannas and Shrublands",west slope of Shergyla Mountain in the Shergyla Mountains in southeastern Tibet,,,individuals,45400.0,5060.0,111.55145847372064,12.432827750595296,257.85046880957526,28.73840026820376,111.55145847372064,12.432827750595296,257.85046880957526,28.73840026820376
