,binomial,AdultBodyMassG,Order,Family,Genus,RedListStatus,TrophicLevel,Range_km_2
4090,Sylvisorex lunaris,18.78,EULIPOTYPHLA,SORICIDAE,Sylvisorex,VU,Omnivore,5010.1091045408
4091,Sylvisorex morio,13.78067769,EULIPOTYPHLA,SORICIDAE,Sylvisorex,EN,Omnivore,313.1318190338
4092,Sylvisorex ollula,16.59,EULIPOTYPHLA,SORICIDAE,Sylvisorex,LC,Omnivore,446056.276213648
4093,Sylvisorex oriundus,8.295501825,EULIPOTYPHLA,SORICIDAE,Sylvisorex,DD,Omnivore,39141.477379225
4094,Sylvisorex pluvialis,8.295501825,EULIPOTYPHLA,SORICIDAE,Sylvisorex,DD,Omnivore,469.6977285507
4095,Sylvisorex vulcanorum,3.49,EULIPOTYPHLA,SORICIDAE,Sylvisorex,NT,Omnivore,8611.1250234295
4096,Symphalangus syndactylus,10839.0,PRIMATES,HYLOBATIDAE,Symphalangus,EN,Omnivore,194611.425529507
4097,Synaptomys borealis,21.3,RODENTIA,CRICETIDAE,Synaptomys,LC,Herbivore,947067.186667728
4098,Synaptomys cooperi,28.01,RODENTIA,CRICETIDAE,Synaptomys,LC,Herbivore,1733497.75017112
4099,Syntheosciurus brochus,132.84,RODENTIA,SCIURIDAE,Syntheosciurus,NT,Herbivore,8611.1250234295
4100,Tachyglossus aculeatus,4499.97,MONOTREMATA,TACHYGLOSSIDAE,Tachyglossus,LC,Carnivore,6946985.97117437
4101,Tachyoryctes macrocephalus,621.88,RODENTIA,SPALACIDAE,Tachyoryctes,EN,Herbivore,4070.7136474394
4102,Tachyoryctes splendens,227.13,RODENTIA,SPALACIDAE,Tachyoryctes,LC,Herbivore,630647.483534073
4103,Tadarida aegyptiaca,17.63,CHIROPTERA,MOLOSSIDAE,Tadarida,LC,Carnivore,1514148.91093794
4104,Tadarida brasiliensis,12.61,CHIROPTERA,MOLOSSIDAE,Tadarida,LC,Carnivore,3410318.64109711
4105,Tadarida fulminans,33.89,CHIROPTERA,MOLOSSIDAE,Tadarida,LC,Carnivore,180833.625492019
4106,Tadarida latouchei,25.9,CHIROPTERA,MOLOSSIDAE,Tadarida,DD,Carnivore,33505.1046366166
4107,Tadarida lobata,25.9,CHIROPTERA,MOLOSSIDAE,Tadarida,LC,Carnivore,44934.4160313503
4108,Tadarida teniotis,28.07,CHIROPTERA,MOLOSSIDAE,Tadarida,LC,Carnivore,735233.511091362
4109,Taeromys arcuatus,323.0,RODENTIA,MURIDAE,Taeromys,LC,Omnivore,4227.2795569563
4110,Taeromys callitrichus,323.0,RODENTIA,MURIDAE,Taeromys,DD,Omnivore,23015.1886989843
4111,Taeromys celebensis,323.0,RODENTIA,MURIDAE,Taeromys,LC,Omnivore,10020.2182090816
4112,Taeromys hamatus,323.0,RODENTIA,MURIDAE,Taeromys,DD,Herbivore,12212.1409423182
4113,Taeromys microbullatus,323.0,RODENTIA,MURIDAE,Taeromys,DD,Herbivore,313.1318190338
4114,Taeromys punicans,323.0,RODENTIA,MURIDAE,Taeromys,DD,Herbivore,1409.0931856521
4115,Taeromys taerae,323.0,RODENTIA,MURIDAE,Taeromys,VU,Herbivore,2661.6204617873
4116,Talpa altaica,85.0,EULIPOTYPHLA,TALPIDAE,Talpa,LC,Carnivore,585086.803864655
4117,Talpa caeca,71.08,EULIPOTYPHLA,TALPIDAE,Talpa,LC,Carnivore,115389.075313955
4118,Talpa caucasica,90.0,EULIPOTYPHLA,TALPIDAE,Talpa,LC,Carnivore,47126.3387645869
4119,Talpa davidiana,79.5875,EULIPOTYPHLA,TALPIDAE,Talpa,DD,Carnivore,34914.1978222687
4120,Talpa europaea,87.53,EULIPOTYPHLA,TALPIDAE,Talpa,LC,Carnivore,4404981.86425798
4121,Talpa levantis,90.0,EULIPOTYPHLA,TALPIDAE,Talpa,LC,Carnivore,246434.741579601
4122,Talpa occidentalis,49.47,EULIPOTYPHLA,TALPIDAE,Talpa,LC,Carnivore,129166.875351442
4123,Talpa romana,92.5,EULIPOTYPHLA,TALPIDAE,Talpa,LC,Carnivore,56833.4251546347
4124,Talpa stankovici,71.12,EULIPOTYPHLA,TALPIDAE,Talpa,LC,Carnivore,17535.3818658928
4125,Tamandua mexicana,4178.51,PILOSA,MYRMECOPHAGIDAE,Tamandua,LC,Carnivore,712061.756482861
4126,Tamandua tetradactyla,4800.0,PILOSA,MYRMECOPHAGIDAE,Tamandua,LC,Carnivore,10813537.6726037
4127,Tamias striatus,111.9,RODENTIA,SCIURIDAE,Tamias,LC,Omnivore,2210084.37874056
4128,Tamiasciurus douglasii,225.0,RODENTIA,SCIURIDAE,Tamiasciurus,LC,Herbivore,270232.759826169
4129,Tamiasciurus hudsonicus,200.24,RODENTIA,SCIURIDAE,Tamiasciurus,LC,Herbivore,2351150.26321529
4130,Tamiops maritimus,66.77,RODENTIA,SCIURIDAE,Tamiops,LC,Omnivore,634561.631271996
4131,Tamiops rodolphii,56.0,RODENTIA,SCIURIDAE,Tamiops,LC,Omnivore,41959.6637505292
4132,Tamiops swinhoei,60.0,RODENTIA,SCIURIDAE,Tamiops,LC,Omnivore,375758.18284056
4133,Tapecomys primus,60.64641072,RODENTIA,CRICETIDAE,Tapecomys,LC,Omnivore,2035.3568237197
4134,Taphozous achates,28.115,CHIROPTERA,EMBALLONURIDAE,Taphozous,DD,Carnivore,2818.1863713042
4135,Taphozous australis,28.115,CHIROPTERA,EMBALLONURIDAE,Taphozous,NT,Carnivore,626.2636380676
4136,Taphozous georgianus,30.52,CHIROPTERA,EMBALLONURIDAE,Taphozous,LC,Carnivore,690455.660969529
4137,Taphozous hamiltoni,28.115,CHIROPTERA,EMBALLONURIDAE,Taphozous,DD,Carnivore,32878.840998549
4138,Taphozous hildegardeae,29.37,CHIROPTERA,EMBALLONURIDAE,Taphozous,VU,Carnivore,6888.9000187436
4139,Taphozous hilli,21.99,CHIROPTERA,EMBALLONURIDAE,Taphozous,LC,Carnivore,1410032.5811092
4140,Taphozous kapalgensis,26.45,CHIROPTERA,EMBALLONURIDAE,Taphozous,LC,Carnivore,91277.9252483527
4141,Taphozous longimanus,25.11,CHIROPTERA,EMBALLONURIDAE,Taphozous,LC,Carnivore,1357896.13324007
4142,Taphozous mauritianus,27.97,CHIROPTERA,EMBALLONURIDAE,Taphozous,LC,Carnivore,1533876.21553707
4143,Taphozous melanopogon,25.99,CHIROPTERA,EMBALLONURIDAE,Taphozous,LC,Carnivore,1531058.02916576
4144,Taphozous nudiventris,32.49,CHIROPTERA,EMBALLONURIDAE,Taphozous,LC,Carnivore,370278.376007468
4145,Taphozous perforatus,24.43,CHIROPTERA,EMBALLONURIDAE,Taphozous,LC,Carnivore,627203.033524701
4146,Taphozous theobaldi,36.83,CHIROPTERA,EMBALLONURIDAE,Taphozous,LC,Carnivore,100828.445728884
4147,Taphozous troughtoni,28.115,CHIROPTERA,EMBALLONURIDAE,Taphozous,LC,Carnivore,29434.3909891772
4148,Tapirus terrestris,169496.6,PERISSODACTYLA,TAPIRIDAE,Tapirus,VU,Herbivore,6958258.71665959
4149,Tarsipes rostratus,9.66,DIPROTODONTIA,TARSIPEDIDAE,Tarsipes,LC,Herbivore,16595.9864087914
4150,Tarsius dentatus,110.42,PRIMATES,TARSIIDAE,Tarsius,VU,Carnivore,25207.1114322209
4151,Tarsius lariang,92.0,PRIMATES,TARSIIDAE,Tarsius,DD,Carnivore,25989.9409798054
4152,Tarsius pelengensis,165.0,PRIMATES,TARSIIDAE,Tarsius,EN,Carnivore,469.6977285507
4153,Tarsius pumilus,50.7,PRIMATES,TARSIIDAE,Tarsius,DD,Carnivore,313.1318190338
4154,Tarsius tarsier,168.04,PRIMATES,TARSIIDAE,Tarsius,VU,Carnivore,32252.5773604814
4155,Tarsius wallacei,122.6825,PRIMATES,TARSIIDAE,Tarsius,DD,Carnivore,1252.5272761352
4156,Tarsomys apoensis,68.5,RODENTIA,MURIDAE,Tarsomys,LC,Carnivore,3444.4500093718
4157,Tarsomys echinatus,63.85388804,RODENTIA,MURIDAE,Tarsomys,VU,Carnivore,469.6977285507
4158,Tateomys macrocercus,141.0605074,RODENTIA,MURIDAE,Tateomys,DD,Carnivore,1095.9613666183
4159,Tateomys rhinogradoides,141.0605074,RODENTIA,MURIDAE,Tateomys,DD,Carnivore,2348.4886427535
4160,Tatera indica,138.28,RODENTIA,MURIDAE,Tatera,LC,Omnivore,1374492.11964886
4161,Taterillus arenarius,47.0,RODENTIA,MURIDAE,Taterillus,LC,Omnivore,2974.7522808211
4162,Taterillus congicus,63.85388804,RODENTIA,MURIDAE,Taterillus,LC,Omnivore,676364.729113008
4163,Taterillus emini,52.0,RODENTIA,MURIDAE,Taterillus,LC,Omnivore,2660681.0663302
4164,Taterillus gracilis,49.9,RODENTIA,MURIDAE,Taterillus,LC,Omnivore,1881452.53466459
4165,Taterillus lacustris,63.85388804,RODENTIA,MURIDAE,Taterillus,LC,Omnivore,26772.7705273899
4166,Taterillus petteri,50.8,RODENTIA,MURIDAE,Taterillus,LC,Omnivore,72490.0161063247
4167,Taterillus pygargus,60.19,RODENTIA,MURIDAE,Taterillus,LC,Omnivore,225454.909704336
4168,Taterillus tranieri,55.37111087,RODENTIA,MURIDAE,Taterillus,LC,Omnivore,8767.6909329464
4169,Taxidea taxus,7842.15,CARNIVORA,MUSTELIDAE,Taxidea,LC,Carnivore,2485483.81358079
4170,Tayassu pecari,31798.71,CETARTIODACTYLA,TAYASSUIDAE,Tayassu,VU,Omnivore,9898253.36556793
4171,Tenrec ecaudatus,887.59,AFROSORICIDA,TENRECIDAE,Tenrec,LC,Omnivore,580076.694760114
4172,Thallomys loringi,81.5,RODENTIA,MURIDAE,Thallomys,LC,Herbivore,22858.6227894674
4173,Thallomys nigricauda,124.49,RODENTIA,MURIDAE,Thallomys,LC,Herbivore,425076.444338383
4174,Thallomys paedulcus,77.7,RODENTIA,MURIDAE,Thallomys,LC,Herbivore,234222.600637282
4175,Thalpomys cerradensis,23.99,RODENTIA,CRICETIDAE,Thalpomys,LC,Omnivore,318141.928138341
4176,Thalpomys lasiotis,23.99,RODENTIA,CRICETIDAE,Thalpomys,LC,Omnivore,359475.328250802
4177,Thamnomys kempi,75.0,RODENTIA,MURIDAE,Thamnomys,VU,Herbivore,3757.5818284056
4178,Thamnomys schoutedeni,68.44,RODENTIA,MURIDAE,Thamnomys,DD,Herbivore,469.6977285507
4179,Thamnomys venustus,61.88,RODENTIA,MURIDAE,Thamnomys,LC,Herbivore,2505.0545522704
4180,Thaptomys nigrita,19.9,RODENTIA,CRICETIDAE,Thaptomys,LC,Carnivore,277278.22575443
4181,Thomasomys apeco,72.68326901,RODENTIA,CRICETIDAE,Thomasomys,VU,Omnivore,782.8295475845
4182,Thomasomys aureus,87.99,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore,235161.996094384
4183,Thomasomys baeops,77.0,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore,70141.5274635712
4184,Thomasomys bombycinus,114.5,RODENTIA,CRICETIDAE,Thomasomys,DD,Omnivore,14560.6295850717
4185,Thomasomys caudivarius,40.73618929,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore,9863.6522995647
4186,Thomasomys cinereiventer,77.0,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore,25050.545522704
4187,Thomasomys cinereus,77.0,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore,3914.1477379225
4188,Thomasomys cinnameus,46.25861204,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore,7984.8613853619
4189,Thomasomys daphne,77.0,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore,55267.7660594657
4190,Thomasomys eleusis,77.0,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore,11429.3113947337
4191,Thomasomys erro,77.0,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore,2661.6204617873
4192,Thomasomys gracilis,77.0,RODENTIA,CRICETIDAE,Thomasomys,NT,Omnivore,32096.0114509645
4193,Thomasomys hylophilus,77.0,RODENTIA,CRICETIDAE,Thomasomys,EN,Omnivore,10020.2182090816
4194,Thomasomys incanus,77.0,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore,9080.8227519802
4195,Thomasomys ischyrus,77.0,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore,25989.9409798054
4196,Thomasomys kalinowskii,77.0,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore,22232.3591513998
4197,Thomasomys ladewi,77.0,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore,13934.3659470041
4198,Thomasomys laniger,35.74,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore,34131.3682746842
4199,Thomasomys macrotis,72.68326901,RODENTIA,CRICETIDAE,Thomasomys,VU,Omnivore,5010.1091045408
4200,Thomasomys monochromos,77.0,RODENTIA,CRICETIDAE,Thomasomys,EN,Omnivore,3601.0159188887
4201,Thomasomys niveipes,54.09,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore,7202.0318377774
4202,Thomasomys notatus,77.0,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore,89086.0025151161
4203,Thomasomys onkiro,72.68326901,RODENTIA,CRICETIDAE,Thomasomys,VU,Omnivore,13308.1023089365
4204,Thomasomys oreas,77.0,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore,107247.648019076
4205,Thomasomys paramorum,77.0,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore,23641.4523370519
4206,Thomasomys popayanus,72.68326901,RODENTIA,CRICETIDAE,Thomasomys,DD,Omnivore,25050.545522704
4207,Thomasomys praetor,72.68326901,RODENTIA,CRICETIDAE,Thomasomys,DD,Omnivore,22232.3591513998
4208,Thomasomys pyrrhonotus,77.0,RODENTIA,CRICETIDAE,Thomasomys,VU,Omnivore,10646.4818471492
4209,Thomasomys rosalinda,77.0,RODENTIA,CRICETIDAE,Thomasomys,DD,Omnivore,7515.1636568112
4210,Thomasomys taczanowskii,77.0,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore,66697.0774541994
4211,Thomasomys ucucha,35.0,RODENTIA,CRICETIDAE,Thomasomys,VU,Omnivore,9707.0863900478
4212,Thomasomys vestitus,76.5,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore,2818.1863713042
4213,Thomasomys vulcani,72.68326901,RODENTIA,CRICETIDAE,Thomasomys,DD,Omnivore,12212.1409423182
4214,Thomomys bottae,122.7,RODENTIA,GEOMYIDAE,Thomomys,LC,Herbivore,324404.564519017
4215,Thomomys bulbivorus,359.9,RODENTIA,GEOMYIDAE,Thomomys,LC,Herbivore,4227.2795569563
4216,Thomomys clusius,164.3157143,RODENTIA,GEOMYIDAE,Thomomys,LC,Herbivore,7828.295475845
4217,Thomomys idahoensis,164.3157143,RODENTIA,GEOMYIDAE,Thomomys,LC,Herbivore,19414.1727800956
4218,Thomomys mazama,93.07,RODENTIA,GEOMYIDAE,Thomomys,LC,Herbivore,66540.5115446825
4219,Thomomys monticola,80.99,RODENTIA,GEOMYIDAE,Thomomys,LC,Herbivore,33348.5387270997
4220,Thomomys talpoides,104.64,RODENTIA,GEOMYIDAE,Thomomys,LC,Herbivore,1353199.15595457
4221,Thomomys townsendii,263.35,RODENTIA,GEOMYIDAE,Thomomys,LC,Herbivore,17378.8159563759
4222,Thomomys umbrinus,125.56,RODENTIA,GEOMYIDAE,Thomomys,LC,Herbivore,626.2636380676
4223,Thoopterus nigrescens,66.12,CHIROPTERA,PTEROPODIDAE,Thoopterus,LC,Herbivore,118833.525323327
4224,Thrichomys apereoides,297.53,RODENTIA,ECHIMYIDAE,Thrichomys,LC,Herbivore,934698.479815893
4225,Thrichomys inermis,339.0,RODENTIA,ECHIMYIDAE,Thrichomys,LC,Herbivore,91434.4911578696
4226,Thrichomys pachyurus,318.265,RODENTIA,ECHIMYIDAE,Thrichomys,LC,Herbivore,73429.4115634261
4227,Thryonomys gregorianus,2707.14,RODENTIA,THRYONOMYIDAE,Thryonomys,LC,Herbivore,79065.7843060345
4228,Thryonomys swinderianus,3750.85,RODENTIA,THRYONOMYIDAE,Thryonomys,LC,Herbivore,2077003.35565119
4229,Thylamys cinderella,43.44552871,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,LC,Carnivore,199934.666453081
4230,Thylamys citellus,30.60729392,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,LC,Carnivore,1409.0931856521
4231,Thylamys elegans,28.9,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,LC,Omnivore,4383.8454664732
4232,Thylamys fenestrae,30.60729392,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,NT,Carnivore,53858.6728738136
4233,Thylamys karimii,28.0,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,VU,Carnivore,1180820.08957646
4234,Thylamys macrurus,34.43,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,NT,Carnivore,74838.5047490782
4235,Thylamys pallidior,15.34,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,LC,Omnivore,651470.749499821
4236,Thylamys pulchellus,30.60729392,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,LC,Carnivore,162358.848169025
4237,Thylamys pusillus,30.60729392,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,LC,Omnivore,193672.030072405
4238,Thylamys tatei,30.60729392,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,DD,Carnivore,626.2636380676
4239,Thylamys velutinus,20.69,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,NT,Omnivore,289020.668968197
4240,Thylamys venustus,30.60729392,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,DD,Omnivore,159227.529978687
4241,Thylogale billardierii,5865.86,DIPROTODONTIA,MACROPODIDAE,Thylogale,LC,Herbivore,54954.6342404319
4242,Thylogale browni,5478.0,DIPROTODONTIA,MACROPODIDAE,Thylogale,VU,Herbivore,205257.907376656
4243,Thylogale brunii,3620.0,DIPROTODONTIA,MACROPODIDAE,Thylogale,VU,Herbivore,50570.7887739587
4244,Thylogale calabyi,4749.213333,DIPROTODONTIA,MACROPODIDAE,Thylogale,EN,Herbivore,156.5659095169
4245,Thylogale lanatus,3620.0,DIPROTODONTIA,MACROPODIDAE,Thylogale,EN,Herbivore,1409.0931856521
4246,Thylogale stigmatica,4511.47,DIPROTODONTIA,MACROPODIDAE,Thylogale,LC,Herbivore,106621.384381009
4247,Thylogale thetis,5399.95,DIPROTODONTIA,MACROPODIDAE,Thylogale,LC,Herbivore,64192.022901929
4248,Thyroptera devivoi,3.825,CHIROPTERA,THYROPTERIDAE,Thyroptera,DD,Carnivore,66697.0774541994
4249,Thyroptera discifera,3.13,CHIROPTERA,THYROPTERIDAE,Thyroptera,LC,Carnivore,3307611.40445403
4250,Thyroptera lavali,3.825,CHIROPTERA,THYROPTERIDAE,Thyroptera,DD,Carnivore,3131.318190338
4251,Thyroptera tricolor,4.52,CHIROPTERA,THYROPTERIDAE,Thyroptera,LC,Carnivore,4616189.27619628
4252,Tlacuatzin canescens,47.73,DIDELPHIMORPHIA,DIDELPHIDAE,Tlacuatzin,LC,Omnivore,233909.468818249
4253,Tokudaia muenninki,177.4,RODENTIA,MURIDAE,Tokudaia,CR,Omnivore,20.1439395039062
4254,Tokudaia osimensis,84.65,RODENTIA,MURIDAE,Tokudaia,EN,Omnivore,626.2636380676
4255,Tokudaia tokunoshimensis,131.025,RODENTIA,MURIDAE,Tokudaia,EN,Omnivore,156.5659095169
4256,Tomopeas ravus,27.82447959,CHIROPTERA,MOLOSSIDAE,Tomopeas,EN,Carnivore,113353.718490236
4257,Tonatia bidens,27.7,CHIROPTERA,PHYLLOSTOMIDAE,Tonatia,DD,Omnivore,252540.81205076
4258,Tonatia saurophila,27.7,CHIROPTERA,PHYLLOSTOMIDAE,Tonatia,LC,Omnivore,3906162.87653714
4259,Tonkinomys daovantieni,141.0605074,RODENTIA,MURIDAE,Tonkinomys,DD,Carnivore,156.5659095169
4260,Toromys grandis,584.0,RODENTIA,ECHIMYIDAE,Toromys,LC,Herbivore,26459.6387083561
4261,Trachops cirrhosus,36.9,CHIROPTERA,PHYLLOSTOMIDAE,Trachops,LC,Carnivore,5836933.67269955
4262,Trachypithecus auratus,9719.6,PRIMATES,CERCOPITHECIDAE,Trachypithecus,VU,Herbivore,62626.36380676
4263,Trachypithecus cristatus,7176.81,PRIMATES,CERCOPITHECIDAE,Trachypithecus,NT,Herbivore,1095961.3666183
4264,Trachypithecus germaini,6300.0,PRIMATES,CERCOPITHECIDAE,Trachypithecus,EN,Herbivore,70298.0933730881
4265,Trachypithecus hatinhensis,9150.0,PRIMATES,CERCOPITHECIDAE,Trachypithecus,EN,Herbivore,14560.6295850717
4266,Trachypithecus laotum,9150.0,PRIMATES,CERCOPITHECIDAE,Trachypithecus,VU,Herbivore,2191.9227332366
4267,Trachypithecus obscurus,7247.88,PRIMATES,CERCOPITHECIDAE,Trachypithecus,NT,Herbivore,54641.5024213981
4268,Trachypithecus phayrei,7681.72,PRIMATES,CERCOPITHECIDAE,Trachypithecus,EN,Herbivore,490990.692244998
4269,Trachypithecus pileatus,11219.93,PRIMATES,CERCOPITHECIDAE,Trachypithecus,VU,Herbivore,165490.166359363
4270,Trachypithecus shortridgei,13182.0,PRIMATES,CERCOPITHECIDAE,Trachypithecus,EN,Herbivore,4070.7136474394
4271,Tragulus javanicus,1889.93,CETARTIODACTYLA,TRAGULIDAE,Tragulus,DD,Herbivore,28338.4296225589
4272,Tragulus kanchil,2000.0,CETARTIODACTYLA,TRAGULIDAE,Tragulus,LC,Herbivore,1584603.57022054
4273,Tragulus napu,5273.67,CETARTIODACTYLA,TRAGULIDAE,Tragulus,LC,Herbivore,866592.309176041
4274,Tragulus nigricans,6500.0,CETARTIODACTYLA,TRAGULIDAE,Tragulus,EN,Herbivore,469.6977285507
4275,Transandinomys bolivaris,60.0,RODENTIA,CRICETIDAE,Transandinomys,LC,Omnivore,157818.436793035
4276,Transandinomys talamancae,54.995,RODENTIA,CRICETIDAE,Transandinomys,LC,Omnivore,214338.730128636
4277,Triaenops persicus,13.18,CHIROPTERA,HIPPOSIDERIDAE,Triaenops,LC,Carnivore,461243.169436787
4278,Triaenops rufus,9.1,CHIROPTERA,HIPPOSIDERIDAE,Triaenops,LC,Carnivore,39611.1751077757
4279,Trichosurus caninus,3115.06,DIPROTODONTIA,PHALANGERIDAE,Trichosurus,LC,Omnivore,93313.2820720724
4280,Trichosurus cunninghami,3400.0,DIPROTODONTIA,PHALANGERIDAE,Trichosurus,LC,Omnivore,83919.3275010584
4281,Trichosurus vulpecula,2685.39,DIPROTODONTIA,PHALANGERIDAE,Trichosurus,LC,Omnivore,1730053.30016174
4282,Trichys fasciculata,1750.0,RODENTIA,HYSTRICIDAE,Trichys,LC,Herbivore,614834.326672866
4283,Trinomys albispinus,284.99,RODENTIA,ECHIMYIDAE,Trinomys,LC,Herbivore,42585.9273885968
4284,Trinomys dimidiatus,167.6,RODENTIA,ECHIMYIDAE,Trinomys,LC,Herbivore,156.5659095169
4285,Trinomys eliasi,241.0763333,RODENTIA,ECHIMYIDAE,Trinomys,NT,Herbivore,313.1318190338
4286,Trinomys gratiosus,203.498,RODENTIA,ECHIMYIDAE,Trinomys,LC,Herbivore,5010.1091045408
4287,Trinomys iheringi,220.39,RODENTIA,ECHIMYIDAE,Trinomys,LC,Herbivore,113197.152580719
4288,Trinomys mirapitanga,241.0763333,RODENTIA,ECHIMYIDAE,Trinomys,DD,Herbivore,156.5659095169
4289,Trinomys moojeni,241.0763333,RODENTIA,ECHIMYIDAE,Trinomys,EN,Herbivore,1095.9613666183
4290,Trinomys paratus,241.0763333,RODENTIA,ECHIMYIDAE,Trinomys,DD,Herbivore,2035.3568237197
4291,Trinomys setosus,284.99,RODENTIA,ECHIMYIDAE,Trinomys,LC,Herbivore,237980.182465688
4292,Trinomys yonenagae,241.0763333,RODENTIA,ECHIMYIDAE,Trinomys,EN,Herbivore,5166.6750140577
4293,Trinycteris nicefori,8.25,CHIROPTERA,PHYLLOSTOMIDAE,Trinycteris,LC,Omnivore,2065417.47834694
4294,Trogopterus xanthipes,744.937,RODENTIA,SCIURIDAE,Trogopterus,NT,Herbivore,229525.623351775
4295,Tryphomys adustus,141.0605074,RODENTIA,MURIDAE,Tryphomys,DD,Omnivore,2035.3568237197
4296,Tscherskia triton,25.0,RODENTIA,CRICETIDAE,Tscherskia,LC,Herbivore,1471562.98354934
4297,Tupaia belangeri,200.0,SCANDENTIA,TUPAIIDAE,Tupaia,LC,Omnivore,1294643.50579525
4298,Tupaia chrysogaster,180.667,SCANDENTIA,TUPAIIDAE,Tupaia,EN,Omnivore,4227.2795569563
4299,Tupaia dorsalis,168.05,SCANDENTIA,TUPAIIDAE,Tupaia,DD,Omnivore,121651.711694631
4300,Tupaia glis,132.43,SCANDENTIA,TUPAIIDAE,Tupaia,LC,Omnivore,103333.500281154
4301,Tupaia gracilis,111.95,SCANDENTIA,TUPAIIDAE,Tupaia,LC,Omnivore,307965.144019742
4302,Tupaia javanica,105.0,SCANDENTIA,TUPAIIDAE,Tupaia,LC,Omnivore,143101.241298447
4303,Tupaia longipes,168.05,SCANDENTIA,TUPAIIDAE,Tupaia,LC,Omnivore,134176.984455983
4304,Tupaia minor,70.0,SCANDENTIA,TUPAIIDAE,Tupaia,LC,Omnivore,1011885.47320772
4305,Tupaia montana,168.05,SCANDENTIA,TUPAIIDAE,Tupaia,LC,Omnivore,157975.002702552
4306,Tupaia nicobarica,170.25,SCANDENTIA,TUPAIIDAE,Tupaia,EN,Omnivore,1095.9613666183
4307,Tupaia palawanensis,168.05,SCANDENTIA,TUPAIIDAE,Tupaia,LC,Omnivore,6106.0704711591
4308,Tupaia picta,168.05,SCANDENTIA,TUPAIIDAE,Tupaia,LC,Omnivore,80788.0093107204
4309,Tupaia splendidula,168.05,SCANDENTIA,TUPAIIDAE,Tupaia,LC,Omnivore,144666.900393616
4310,Tupaia tana,182.33,SCANDENTIA,TUPAIIDAE,Tupaia,LC,Omnivore,816960.915859184
4311,Tylomys bullaris,280.0,RODENTIA,CRICETIDAE,Tylomys,CR,Herbivore,626.2636380676
4312,Tylomys fulviventer,233.05,RODENTIA,CRICETIDAE,Tylomys,DD,Herbivore,90.3368376748047
4313,Tylomys mirae,183.6,RODENTIA,CRICETIDAE,Tylomys,LC,Herbivore,52762.7115071953
4314,Tylomys nudicaudus,181.65,RODENTIA,CRICETIDAE,Tylomys,LC,Herbivore,134490.116275017
4315,Tylomys panamensis,233.05,RODENTIA,CRICETIDAE,Tylomys,DD,Herbivore,626.2636380676
4316,Tylomys tumbalensis,280.0,RODENTIA,CRICETIDAE,Tylomys,CR,Herbivore,93.3946111035156
4317,Tylomys watsoni,240.0,RODENTIA,CRICETIDAE,Tylomys,LC,Herbivore,47596.0364931376
4318,Tylonycteris pachypus,4.1,CHIROPTERA,VESPERTILIONIDAE,Tylonycteris,LC,Carnivore,2156225.70586675
4319,Tylonycteris robustula,7.98,CHIROPTERA,VESPERTILIONIDAE,Tylonycteris,LC,Carnivore,1420835.62886587
4320,Tympanoctomys barrerae,86.02,RODENTIA,OCTODONTIDAE,Tympanoctomys,NT,Herbivore,238449.880194239
4321,Typhlomys cinereus,41.675,RODENTIA,PLATACANTHOMYIDAE,Typhlomys,LC,Herbivore,389535.982878047
4322,Uranomys ruddi,35.48,RODENTIA,MURIDAE,Uranomys,LC,Carnivore,144980.032212649
4323,Urocyon cinereoargenteus,3833.71,CARNIVORA,CANIDAE,Urocyon,LC,Omnivore,5134422.43669722
