"binomial","range_km_2"
"Spermophilus musicus",1095.9613666183
"Spermophilus pallidicauda",28025.2978035251
"Spermophilus pygmaeus",55424.3319689826
"Spermophilus ralli",6888.9000187436
"Spermophilus relictus",43055.6251171475
"Spermophilus suslicus",609197.953930258
"Spermophilus taurensis",17535.3818658928
"Spermophilus xanthoprymnus",138247.698103423
"Sphaerias blanfordi",183964.943682357
"Sphaeronycteris toxophyllum",2152154.99221931
"Spilocuscus kraemeri",1565.659095169
"Spilocuscus maculatus",589314.083421611
"Spilocuscus papuensis",939.3954571014
"Spilocuscus rufoniger",128227.479894341
"Spilocuscus wilsoni",1878.7909142028
"Spilogale angustifrons",182868.982315739
"Spilogale gracilis",1198042.33962332
"Spilogale putorius",1327522.34679379
"Spilogale pygmaea",52919.2774167122
"Srilankamys ohiensis",1565.659095169
"Steatomys bocagei",37262.6864650222
"Steatomys caurinus",156.5659095169
"Steatomys cuppedius",180990.191401536
"Steatomys jacksoni",469.6977285507
"Steatomys krebsii",64192.022901929
"Steatomys opimus",173318.461835208
"Steatomys parvus",430243.119352441
"Steatomys pratensis",1440876.06528403
"Stenocephalemys albipes",244242.818846364
"Stenocephalemys albocaudata",2818.1863713042
"Stenocephalemys griseicauda",5010.1091045408
"Stenocephalemys ruppi",313.1318190338
"Stenoderma rufum",626.2636380676
"Stochomys longicaudatus",937673.232096714
"Strigocuscus celebensis",17378.8159563759
"Strigocuscus pelengensis",3287.8840998549
"Sturnira aratathomasi",31939.4455414476
"Sturnira bidens",65131.4183590304
"Sturnira bogotensis",8611.1250234295
"Sturnira erythromos",591036.308426297
"Sturnira lilium",1156395.80769182
"Sturnira ludovici",509935.167296543
"Sturnira luisi",187879.09142028
"Sturnira magna",1038345.11191608
"Sturnira mistratensis",156.5659095169
"Sturnira mordax",782.8295475845
"Sturnira nana",2348.4886427535
"Sturnira oporaphilum",483318.96267867
"Sturnira tildae",3791243.49895173
"Styloctenium mindorensis",156.5659095169
"Styloctenium wallacei",47752.6024026545
"Stylodipus andrewsi",51353.6183215432
"Stylodipus sungorus",22545.4909704336
"Stylodipus telum",175510.384568445
"Suncus aequatorius",156.5659095169
"Suncus ater",469.6977285507
"Suncus dayi",156.5659095169
"Suncus etruscus",2681974.0300245
"Suncus fellowesgordoni",469.6977285507
"Suncus hosei",3444.4500093718
"Suncus infinitesimus",91591.0570673865
"Suncus lixus",686384.947322089
"Suncus malayanus",77813.2570298993
"Suncus megalura",1144653.36447806
"Suncus mertensi",28.3257975341797
"Suncus montanus",3914.1477379225
"Suncus murinus",7958088.61483451
"Suncus remyi",98323.3911766132
"Suncus stoliczkanus",942213.643472704
"Suncus varilla",964132.87080507
"Suncus zeylanicus",469.6977285507
"Sundamys infraluteus",88616.3047865654
"Sundamys maxi",5166.6750140577
"Sundamys muelleri",511187.694572678
"Sundasciurus brookei",231091.282446944
"Sundasciurus davensis",156.5659095169
"Sundasciurus fraterculus",4227.2795569563
"Sundasciurus hippurus",317985.362228824
"Sundasciurus hoogstraali",782.8295475845
"Sundasciurus jentinki",47752.6024026545
"Sundasciurus juvencus",2661.6204617873
"Sundasciurus lowii",374505.655564425
"Sundasciurus mindanensis",69358.6979159867
"Sundasciurus moellendorffi",313.1318190338
"Sundasciurus philippinensis",43368.7569361813
"Sundasciurus rabori",156.5659095169
"Sundasciurus samarensis",18005.0795944435
"Sundasciurus steerii",2035.3568237197
"Sundasciurus tenuis",636910.119914749
"Surdisorex norae",3131.318190338
"Surdisorex polulus",469.6977285507
"Suricata suricatta",1382163.84921519
"Sus ahoenobarbus",4227.2795569563
"Sus barbatus",400495.59654423
"Sus cebifrons",1722.2250046859
"Sus celebensis",194767.991439024
"Sus oliveri",1409.0931856521
"Sus philippensis",55111.2001499488
"Sus scrofa",26076835.0595873
"Sus verrucosus",4070.7136474394
"Syconycteris australis",897592.359260387
"Syconycteris carolinae",6419.2022901929
"Syconycteris hobbit",3914.1477379225
"Sylvicapra grimmia",12745091.2983137
"Sylvilagus aquaticus",22858.6227894674
"Sylvilagus audubonii",2493781.80678518
"Sylvilagus bachmani",126035.557161104
"Sylvilagus brasiliensis",2348.4886427535
"Sylvilagus cognatus",1565.659095169
"Sylvilagus cunicularius",159697.227707238
"Sylvilagus dicei",3287.8840998549
"Sylvilagus floridanus",5264372.14159624
"Sylvilagus graysoni",156.5659095169
"Sylvilagus insonus",156.5659095169
"Sylvilagus mansuetus",24.358950421875
"Sylvilagus nuttallii",403157.217006017
"Sylvilagus obscurus",87363.7775104302
"Sylvilagus palustris",82979.932043957
"Sylvilagus robustus",37732.3841935729
"Sylvilagus transitionalis",9393.954571014
"Sylvilagus varynaensis",3444.4500093718
"Sylvisorex camerunensis",1409.0931856521
"Sylvisorex granti",12055.5750328013
"Sylvisorex howelli",1252.5272761352
"Sylvisorex isabellae",156.5659095169
"Sylvisorex johnstoni",278687.318940082
"Sylvisorex konganensis",4383.8454664732
"Sylvisorex lunaris",5010.1091045408
"Sylvisorex morio",313.1318190338
"Sylvisorex ollula",446056.276213648
"Sylvisorex oriundus",39141.477379225
"Sylvisorex pluvialis",469.6977285507
"Sylvisorex vulcanorum",8611.1250234295
"Symphalangus syndactylus",194611.425529507
"Synaptomys borealis",947067.186667728
"Synaptomys cooperi",1733497.75017112
"Syncerus caffer",6123762.41893451
"Syntheosciurus brochus",8611.1250234295
"Tachyglossus aculeatus",6946985.97117437
"Tachyoryctes macrocephalus",4070.7136474394
"Tachyoryctes splendens",630647.483534073
"Tadarida aegyptiaca",1514148.91093794
"Tadarida brasiliensis",3410318.64109711
"Tadarida fulminans",180833.625492019
"Tadarida latouchei",33505.1046366166
"Tadarida lobata",44934.4160313503
"Tadarida teniotis",735233.511091362
"Taeromys arcuatus",4227.2795569563
"Taeromys callitrichus",23015.1886989843
"Taeromys celebensis",10020.2182090816
"Taeromys hamatus",12212.1409423182
"Taeromys microbullatus",313.1318190338
"Taeromys punicans",1409.0931856521
"Taeromys taerae",2661.6204617873
"Talpa altaica",585086.803864655
"Talpa caeca",115389.075313955
"Talpa caucasica",47126.3387645869
"Talpa davidiana",34914.1978222687
"Talpa europaea",4404981.86425798
"Talpa levantis",246434.741579601
"Talpa occidentalis",129166.875351442
"Talpa romana",56833.4251546347
"Talpa stankovici",17535.3818658928
"Tamandua mexicana",712061.756482861
"Tamandua tetradactyla",10813537.6726037
"Tamias striatus",2210084.37874056
"Tamiasciurus douglasii",270232.759826169
"Tamiasciurus hudsonicus",2351150.26321529
"Tamiops maritimus",634561.631271996
"Tamiops rodolphii",41959.6637505292
"Tamiops swinhoei",375758.18284056
"Tapecomys primus",2035.3568237197
"Taphozous achates",2818.1863713042
"Taphozous australis",626.2636380676
"Taphozous georgianus",690455.660969529
"Taphozous hamiltoni",32878.840998549
"Taphozous hildegardeae",6888.9000187436
"Taphozous hilli",1410032.5811092
"Taphozous kapalgensis",91277.9252483527
"Taphozous longimanus",1357896.13324007
"Taphozous mauritianus",1533876.21553707
"Taphozous melanopogon",1531058.02916576
"Taphozous nudiventris",370278.376007468
"Taphozous perforatus",627203.033524701
"Taphozous theobaldi",100828.445728884
"Taphozous troughtoni",29434.3909891772
"Tapirus bairdii",225298.343794819
"Tapirus indicus",27242.4682559406
"Tapirus pinchaque",44934.4160313503
"Tapirus terrestris",6958258.71665959
"Tarsipes rostratus",16595.9864087914
"Tarsius dentatus",25207.1114322209
"Tarsius lariang",25989.9409798054
"Tarsius pelengensis",469.6977285507
"Tarsius pumilus",313.1318190338
"Tarsius sangirensis",469.6977285507
"Tarsius tarsier",32252.5773604814
"Tarsius tumpara",115.182945287842
"Tarsius wallacei",1252.5272761352
"Tarsomys apoensis",3444.4500093718
"Tarsomys echinatus",469.6977285507
"Tateomys macrocercus",1095.9613666183
"Tateomys rhinogradoides",2348.4886427535
"Tatera indica",1374492.11964886
"Taterillus arenarius",2974.7522808211
"Taterillus congicus",676364.729113008
"Taterillus emini",2660681.0663302
"Taterillus gracilis",1881452.53466459
"Taterillus lacustris",26772.7705273899
"Taterillus petteri",72490.0161063247
"Taterillus pygargus",225454.909704336
"Taterillus tranieri",8767.6909329464
"Taxidea taxus",2485483.81358079
"Tayassu pecari",9898253.36556793
"Tenrec ecaudatus",580076.694760114
"Tetracerus quadricornis",280252.978035251
"Thallomys loringi",22858.6227894674
"Thallomys nigricauda",425076.444338383
"Thallomys paedulcus",234222.600637282
"Thalpomys cerradensis",318141.928138341
"Thalpomys lasiotis",359475.328250802
"Thamnomys kempi",3757.5818284056
"Thamnomys schoutedeni",469.6977285507
"Thamnomys venustus",2505.0545522704
"Thaptomys nigrita",277278.22575443
"Theropithecus gelada",469.6977285507
"Thomasomys apeco",782.8295475845
"Thomasomys aureus",235161.996094384
"Thomasomys baeops",70141.5274635712
"Thomasomys bombycinus",14560.6295850717
"Thomasomys caudivarius",9863.6522995647
"Thomasomys cinereiventer",25050.545522704
"Thomasomys cinereus",3914.1477379225
"Thomasomys cinnameus",7984.8613853619
"Thomasomys daphne",55267.7660594657
"Thomasomys eleusis",11429.3113947337
"Thomasomys erro",2661.6204617873
"Thomasomys gracilis",32096.0114509645
"Thomasomys hylophilus",10020.2182090816
"Thomasomys incanus",9080.8227519802
"Thomasomys ischyrus",25989.9409798054
"Thomasomys kalinowskii",22232.3591513998
"Thomasomys ladewi",13934.3659470041
"Thomasomys laniger",34131.3682746842
"Thomasomys macrotis",5010.1091045408
"Thomasomys monochromos",3601.0159188887
"Thomasomys niveipes",7202.0318377774
"Thomasomys notatus",89086.0025151161
"Thomasomys onkiro",13308.1023089365
"Thomasomys oreas",107247.648019076
"Thomasomys paramorum",23641.4523370519
"Thomasomys popayanus",25050.545522704
"Thomasomys praetor",22232.3591513998
"Thomasomys pyrrhonotus",10646.4818471492
"Thomasomys rosalinda",7515.1636568112
"Thomasomys taczanowskii",66697.0774541994
"Thomasomys ucucha",9707.0863900478
"Thomasomys vestitus",2818.1863713042
"Thomasomys vulcani",12212.1409423182
"Thomomys bottae",324404.564519017
"Thomomys bulbivorus",4227.2795569563
"Thomomys clusius",7828.295475845
"Thomomys idahoensis",19414.1727800956
"Thomomys mazama",66540.5115446825
"Thomomys monticola",33348.5387270997
"Thomomys talpoides",1353199.15595457
"Thomomys townsendii",17378.8159563759
"Thomomys umbrinus",626.2636380676
"Thoopterus nigrescens",118833.525323327
"Thrichomys apereoides",934698.479815893
"Thrichomys inermis",91434.4911578696
"Thrichomys pachyurus",73429.4115634261
"Thryonomys gregorianus",79065.7843060345
"Thryonomys swinderianus",2077003.35565119
"Thylamys cinderella",199934.666453081
"Thylamys citellus",1409.0931856521
"Thylamys elegans",4383.8454664732
"Thylamys fenestrae",53858.6728738136
"Thylamys karimii",1180820.08957646
"Thylamys macrurus",74838.5047490782
"Thylamys pallidior",651470.749499821
"Thylamys pulchellus",162358.848169025
"Thylamys pusillus",193672.030072405
"Thylamys tatei",626.2636380676
"Thylamys velutinus",289020.668968197
"Thylamys venustus",159227.529978687
"Thylogale billardierii",54954.6342404319
"Thylogale browni",205257.907376656
"Thylogale brunii",50570.7887739587
"Thylogale calabyi",156.5659095169
"Thylogale lanatus",1409.0931856521
"Thylogale stigmatica",106621.384381009
"Thylogale thetis",64192.022901929
"Thyroptera devivoi",66697.0774541994
"Thyroptera discifera",3307611.40445403
"Thyroptera lavali",3131.318190338
"Thyroptera tricolor",4616189.27619628
"Tlacuatzin canescens",233909.468818249
"Tokudaia muenninki",20.1439395039062
"Tokudaia osimensis",626.2636380676
"Tokudaia tokunoshimensis",156.5659095169
"Tomopeas ravus",113353.718490236
"Tonatia bidens",252540.81205076
"Tonatia saurophila",3906162.87653714
"Tonkinomys daovantieni",156.5659095169
"Toromys grandis",26459.6387083561
"Trachops cirrhosus",5836933.67269955
"Trachypithecus auratus",62626.36380676
"Trachypithecus cristatus",1095961.3666183
"Trachypithecus delacouri",2505.0545522704
"Trachypithecus francoisi",69828.3956445374
"Trachypithecus geei",2974.7522808211
"Trachypithecus germaini",70298.0933730881
"Trachypithecus hatinhensis",14560.6295850717
"Trachypithecus laotum",2191.9227332366
"Trachypithecus obscurus",54641.5024213981
"Trachypithecus phayrei",490990.692244998
"Trachypithecus pileatus",165490.166359363
"Trachypithecus poliocephalus",109.879648572266
"Trachypithecus shortridgei",4070.7136474394
"Tragelaphus angasii",170343.709554387
"Tragelaphus buxtoni",5166.6750140577
"Tragelaphus derbianus",382177.385130753
"Tragelaphus eurycerus",1318911.22177037
"Tragelaphus imberbis",1188961.51687134
"Tragelaphus oryx",4424865.73476663
"Tragelaphus scriptus",11390483.0491735
"Tragelaphus spekii",2348801.77457253
"Tragelaphus strepsiceros",3900369.93788501
"Tragulus javanicus",28338.4296225589
"Tragulus kanchil",1584603.57022054
"Tragulus napu",866592.309176041
"Tragulus nigricans",469.6977285507
"Transandinomys bolivaris",157818.436793035
"Transandinomys talamancae",214338.730128636
"Tremarctos ornatus",204475.077829071
"Triaenops persicus",461243.169436787
"Triaenops rufus",39611.1751077757
"Trichosurus caninus",93313.2820720724
"Trichosurus cunninghami",83919.3275010584
"Trichosurus vulpecula",1730053.30016174
"Trichys fasciculata",614834.326672866
"Trinomys albispinus",42585.9273885968
"Trinomys dimidiatus",156.5659095169
"Trinomys eliasi",313.1318190338
"Trinomys gratiosus",5010.1091045408
"Trinomys iheringi",113197.152580719
"Trinomys mirapitanga",156.5659095169
"Trinomys moojeni",1095.9613666183
"Trinomys paratus",2035.3568237197
"Trinomys setosus",237980.182465688
"Trinomys yonenagae",5166.6750140577
"Trinycteris nicefori",2065417.47834694
"Trogopterus xanthipes",229525.623351775
"Tryphomys adustus",2035.3568237197
"Tscherskia triton",1471562.98354934
"Tupaia belangeri",1294643.50579525
"Tupaia chrysogaster",4227.2795569563
"Tupaia dorsalis",121651.711694631
"Tupaia glis",103333.500281154
"Tupaia gracilis",307965.144019742
"Tupaia javanica",143101.241298447
"Tupaia longipes",134176.984455983
"Tupaia minor",1011885.47320772
"Tupaia montana",157975.002702552
"Tupaia nicobarica",1095.9613666183
"Tupaia palawanensis",6106.0704711591
"Tupaia picta",80788.0093107204
"Tupaia splendidula",144666.900393616
"Tupaia tana",816960.915859184
"Tylomys bullaris",626.2636380676
"Tylomys fulviventer",90.3368376748047
"Tylomys mirae",52762.7115071953
"Tylomys nudicaudus",134490.116275017
"Tylomys panamensis",626.2636380676
"Tylomys tumbalensis",93.3946111035156
"Tylomys watsoni",47596.0364931376
"Tylonycteris pachypus",2156225.70586675
"Tylonycteris robustula",1420835.62886587
"Tympanoctomys barrerae",238449.880194239
"Typhlomys cinereus",389535.982878047
"Uranomys ruddi",144980.032212649
"Urocyon cinereoargenteus",5134422.43669722
"Urocyon littoralis",469.6977285507
"Uroderma bilobatum",5399801.65332836
"Uroderma magnirostrum",5480589.66263908
"Uromys anak",181773.020949121
"Uromys caudimaculatus",702041.538273779
"Uromys hadrourus",313.1318190338
"Uromys neobritannicus",11272.7454852168
"Uromys rex",939.3954571014
"Uromys siebersi",469.6977285507
"Uropsilus andersoni",4227.2795569563
"Uropsilus gracilis",252227.680231726
"Uropsilus investigator",156.5659095169
"Uropsilus soricipes",52449.5796881615
"Urotrichus talpoides",90808.227519802
"Ursus americanus",6720435.10010341
"Ursus arctos",12849990.45769
"Ursus maritimus",2638918.40490735
"Ursus thibetanus",2995262.41496781
"Vampyressa melissa",124783.029884969
"Vampyressa thyone",2054614.43059028
"Vampyrodes caraccioli",4510976.98500092
"Vampyrum spectrum",2530731.36143117
"Vandeleuria nilagirica",1722.2250046859
"Vandeleuria nolthenii",313.1318190338
"Vandeleuria oleracea",3449303.55256682
"Varecia rubra",1565.659095169
"Varecia variegata",18161.6455039604
"Vernaya fulva",105995.120742941
"Vespadelus baverstocki",1160779.6531583
"Vespadelus caurinus",592601.967521466
"Vespadelus darlingtoni",195550.820986608
"Vespadelus douglasorum",129323.441260959
"Vespadelus finlaysoni",3411884.30019228
"Vespadelus pumilus",77656.6911203824
"Vespadelus regulus",783299.24531305
"Vespadelus troughtoni",367303.623726647
"Vespadelus vulturnus",321429.812238196
"Vespertilio murinus",11811019.0821359
"Vespertilio sinensis",1495361.00179591
"Vicugna vicugna",290116.630334816
"Viverra megaspila",336616.705461335
"Viverra tangalunga",985582.400408885
"Viverra zibetha",1596815.71116286
"Viverricula indica",3579722.9551944
"Voalavo antsahabensis",469.6977285507
"Voalavo gymnocaudus",782.8295475845
"Volemys millicens",5792.9386521253
"Volemys musseri",313.1318190338
"Vombatus ursinus",143727.504936514
"Vormela peregusna",3870622.4150768
"Vulpes bengalensis",112414.323033134
"Vulpes cana",2209771.24692153
"Vulpes chama",1563310.60652625
"Vulpes corsac",2534488.94325958
"Vulpes ferrilata",1957073.86896125
"Vulpes macrotis",1116001.80303646
"Vulpes pallida",4083395.48611027
"Vulpes rueppellii",11980110.2644142
"Vulpes velox",164394.204992745
"Vulpes vulpes",34761232.9286707
"Vulpes zerda",8122169.68800822
"Wallabia bicolor",819152.838592421
"Wiedomys cerradensis",26929.3364369068
"Wiedomys pyrrhorhinos",593541.362978568
"Wilfredomys oenax",113666.850309269
"Wyulda squamicaudata",78596.0865774838
"Xenomys nelsoni",5166.6750140577
"Xenuromys barbatus",435566.360276016
"Xeromys myoides",782.8295475845
"Xeronycteris vieirai",98323.3911766132
"Xerus erythropus",2588973.87977146
"Xerus inauris",1056506.75742004
"Xerus princeps",126505.254889655
"Xerus rutilus",1520254.9814091
"Zaglossus attenboroughi",15.3598206796875
"Zaglossus bartoni",164863.902721296
"Zaglossus bruijnii",67479.9070017839
"Zapus hudsonius",635657.592638614
"Zapus princeps",208545.791476511
"Zapus trinotatus",111631.49348555
"Zelotomys hildegardeae",1568790.41335934
"Zelotomys woosnami",366520.794179063
"Zenkerella insignis",133707.286727433
